Song_ID,Section,"Matrix Number (song #, take #)",Performer,Title of Track,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first listed is performer)","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S373,16.40,x,Nellie Casman,If I Were A Child Again ,11/10/1920,,1920,NY,Vi trial,Victor,Vocal & Piano,Nathaniel Shilkret (piano),Nathaniel Shilkret (piano),
S374,16.40,87071,Nellie Casman,Wen Ich Sol Vieder Kenen Zain A Kind ,,02/1921,1921,NY,Co E7175,Columbia,Vocal & Orchestra,,,
S375,16.40,87072,Nellie Casman,"Mister, By Vos Arbeit Ihr ",,02/1921,1921,NY,Co E7175,Columbia,Vocal & Orchestra,,,
S376,16.40,87073-2 ,Nellie Casman,Wer Darf A Weib?,,02/1921,1921,NY,Co E7506,Columbia,Vocal & Orchestra,L. Gilrod & L. Friedsell (composers),"Louis Gilrod (composer), Louis Friedsell (composer)",
S377,16.40,87221-1-2,Nellie Casman,Chiri Biri Bom ,03/1921,,1921,NY,Co E7506,Columbia,Vocal,Sam Klinetsky (composer),Sam Klinetsky (composer),
S378,16.40,88417-3 ,Nellie Casman,Chicken,03/1922,,1922,NY,"Co E7628, 16113",Columbia,Vocal & Orchestra,,,
S379,16.40,88418-3 ,Nellie Casman,Tzu Mein Sheine Chassene ,03/1922,,1922,NY,Co E7760,Columbia,Vocal & Orchestra,,,
S380,16.40,88419,Nellie Casman,Men Shpielt In Dreidel ,03/1922,,1922,NY,Co E7760,Columbia,Vocal & Orchestra,,,
S381,16.40,88420-2 ,Nellie Casman,Meine Sheine Mishpoche ,03/1992,,1922,NY,"Co E7628, 16113",Columbia,Vocal & Orchestra,,,
S382,16.40,9821,Nellie Casman,"Chiri Biri Bim, from ""Gett Married'' ",,09/1922,1922,NY,Vo 14567,Vocalion,Vocal,Sam Klinetzky (composer),Sam Klinetsky (composer),
S383,16.40,9822,Nellie Casman,"Gett Married, from ''Gett Married'' ",,09/1922,1922,NY,Vo 14567,Vocalion,Vocal,Sam Steinberg (composer),Samuel Steinberg (composer),
S384,16.40,9824,Nellie Casman (as Clara Bernhardt),The Wise Jew ,,09/1922,1922,NY,"Vo 14561, Guardsman 195",Vocalion*,Vocal,David Meyerowitz (composer),David Meyerowitz (composer),
S385,16.40,42457-2 ,Nellie Casman (as Nellie Caseman),Yosel,,10/1923,1923,NY,Em 13238,Emerson,Vocal & Orchestra,Samuel Steinberg (composer),Samuel Steinberg (composer),
S386,16.40,42458-2 ,Nellie Caseman,Wie Lang Leibt Men? ,,10/1923,1923,NY,Em 13238,Emerson,Vocal & Orchestra,Samuel Steinberg (composer),Samuel Steinberg (composer),
S387,16.40,89459-3 ,Nellie Casman,Yosef,10/1923,,1923,NY,Co 8003-F,Columbia,Vocal & Orchestra,Samuel Steinberg (composer),Samuel Steinberg (composer),
S388,16.40,89460-1 ,Nellie Casman,Yoineh,10/1923,,1923,NY,Co 8003-F,Columbia,Vocal & Orchestra,Rubin Doctor (composer),Rubin Doctor (composer),
S389,16.40,B 28982-3 ,Nellie Casman,Mein Yussel (My Yussel),11/23/1923,,1923,NY,Vi rej,Victor,Vocal & Orchestra,Samuel Steinberg (composer); Nathaniel Shilkret (director),"Samuel Steinberg (composer), Nathaniel Shilkret (director)",
S390,16.40,B 28983-3 ,Nellie Casman,"Wie Lang Lebt Min (Life Is Short, Let's Be Merry)",11/23/1923,,1923,NY,Vi 77269,Victor,Vocal & Orchestra,Samuel Steinberg (composer); Nathaniel Shilkret (director),"Samuel Steinberg (composer), Nathaniel Shilkret (director)",
S391,16.40,B 28982-6 ,Nellie Casman,Mein Yussel (My Yussel),12/7/1923,,1923,NY,Vi 77269,Victor,Vocal & Orchestra,Samuel Steinberg (composer); Nathaniel Shilkret (director),"Samuel Steinberg (composer), Nathaniel Shilkret (director)",
S392,16.40,B 29394-2 ,Nellie Casman,Chune Die Bist Mein Matune,02/11/1924,,1924,NY,Vi rej,Victor,Vocal & Orchestra,Nellie Casman (composer); Nathaniel Shilkret (director),"Nellie Casman (composer), Nathaniel Shilkret (director)",
S393,16.40,B 29395-2 ,Nellie Casman,"Oi! Sa Mechaie, Oi S' iz Git (Oh, What Pleasure, It's So Good), from
 ''Zise Liebe'' (Sweet Love)
",02/11/1924,,1924,NY,"Vi 77357, HMV K3201","Victor, Gramophone",Vocal & Orchestra,Max Badin & Max M. Cohan (composers); Nathaniel Shilkret (director),"Max Badin (composer), Max M. Cohan (composer), Nathaniel Shilkret (director)",
S394,16.40,B 29397-2 ,Nellie Casman,"Der Rebe Un Die Rebetzen (The Rabbi And His Wife)
 (Oi Is Dus A Rebetzen) (Sha, Sha, Der Rebe Geht) (Sh, Sh,
 The Rabbi Comes)
",02/11/1924,,1924,NY,"Vi 77357, HMV K3201","Victor, Gramophone",Vocal & Orchestra,Adolf King (composer); Nathaniel Shilkret (director),"Adolf King (composer), Nathaniel Shilkret (director)",
S395,16.40,B 29573-3 ,Nellie Casman,Der Shlisel ,03/04/1924,,1924,NY,Vi 77440,Victor,Vocal & Orchestra,King (composer); Leroy Shield (director),"Adolf King (composer), Leroy Shield (director)",
S396,16.40,B 29574-1 ,Nellie Casman,Ich Vell Ihm Gehen ,03/04/1924,,1924,NY,Vi rej,Victor,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S397,16.40,N 105175-1 ,Nellie Casman,A Letter To My Husband,,03/1924,1924,NY,Pat 03674,Pathe,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S398,16.40,N 105177-2 ,Nellie Casman,Who Wants A Girl,,03/1924,1924,NY,Pat 03674,Pathe,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S399,16.40,B 29394-4 ,Nellie Casman,Chune Die Bist Mein Matune ,04/11/1924,,1924,NY,Vi 77486,Victor,Vocal & Orchestra,,,
S400,16.40,B 29574-4 ,Nellie Casman,Ich Vel l Ihm Gehen ,04/11/1924,,1924,NY,Vi 77486,Victor,Vocal & Orchestra,,,
S401,16.40,B 29973-2 ,Nellie Casman,Tzipke,05/07/1924,,1924,NY,Vi 77574,Victor,Vocal & Orchestra,Molly Picon & Joseph M. Rumshisky (composers); Nathaniel Shilkret (director),"Molly Picon (composer), Joseph Rumshisky (composer), Nathaniel Shilkret (director)",
S402,16.40,105052-1,Nellie Casman,"Chune, Bizt Mein Matoneh ",,07/01/1924,1924,NY,Co 8038-F,Columbia,Vocal & Orchestra,,,
S403,16.40,105053-1 ,Nellie Casman,Ich Vel Ihm Gehen ,,07/01/1924,1924,NY,Co 8038-F,Columbia,Vocal & Orchestra,,,
S404,16.40,B 30735-3 ,Nellie Casman,Letter To My Husband,08/29/1924,,1924,"Camden, NJ",Vi rej,Victor,Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S405,16.40,B 30736-3 ,Nellie Casman,Ver Vill A Moid Mit Alle Males (Who Wants A Girl Without Faults?) (A Girl With Everything),08/29/1924,,1924,"Camden, NJ","Vi 77727, HMV K3202","Victor, Gramophone",Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S406,16.40,B 30737-1 ,Nellie Casman,Gewald! Wie Is Mein Man? (Where Is My Man?),08/29/1924,,1924,"Camden, NJ","Vi 77727, HMV K3202","Victor, Gramophone",Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S407,16.40,x,Nellie Casman,Ich Zich A Shl isel Zu Mein Thir ,,1924,1924,NY,Co 8023-F,Columbia,Vocal,,,
S408,16.40,x,Nellie Casman,Es Vilt Zich Mir ,,1924,1924,NY,Co 8023-F,Columbia,Vocal,,,
S409,16.40,x,Nellie Casman,Dos Redele Dreht Zich ,,1924,1924,NY,"8053-F, 16085",Columbia,Vocal,,,
S410,16.40,x,Nellie Casman,"Est, Trinkt Und Lacht Zich Aus Fun Yeden ",,1924,1924,NY,"8053-F, 16085",Columbia,Vocal,,,
S411,16.40,105462-2 ,Nellie Casman,Kushnirkes,,01/1925,1925,NY,"Co 8061-F, 16086",Columbia,Vocal & Orchestra,,,
S412,16.40,105463-1 ,Nellie Casman,Moisheh! ,,01/1925,1925,NY,"Co 8061-F, 16086",Columbia,Vocal & Orchestra,Sholom Secunda (composer),Sholom Secunda (composer),
S413,16.40,B 31795-2 ,Nellie Casman,A Brivel Tzie Mein Man ,02/02/1925,,1925,NY,Vi 77932,Victor,Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S414,16.40,B 31796-1 ,Nellie Casman,"Moische, from ''A Night Of Love'' ",02/02/1925,,1925,NY,Vi 77932,Victor,Vocal & Orchestra,Anshel l Schorr & S. Secunda (composers); Leroy Shield (director),"Anshel Schorr (composer), Sholom Secunda (composer), Leroy Shield (director)",
S415,16.40,B 32025-2 ,Nellie Casman,Ich Vil Sich Shpi Ien ,02/27/1925,,1925,NY,Vi 77992,Victor,Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S416,16.40,B 32026-3 ,Nellie Casman,Oisgeshpilt,02/27/1925,,1925,NY,Vi 77992,Victor,Vocal & Orchestra,Leroy Shield (director),Leroy Shield (director),
S417,16.40,B 32045-1 ,Nellie Casman,Est Trinkt Und Lacht (Eat Drink And Laugh),03/03/1925,,1925,NY,Vi 78130,Victor,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S418,16.40,B 32046-2 ,Nellie Casman,Me Shokeltsich (Shimmying) ,03/03/1925,,1925,NY,Vi 78130,Victor,Vocal & Orchestra,Borris Rosenthal (composer); Leroy Shield (director),"Borris Rosenthal (composer), Leroy Shield (director)",
S419,16.40,x,Nellie Casman,Heibt Zich Meidelach ,,03/1925,1925,NY,Co 8066-F,Columbia,Vocal,,,
S420,16.40,x,Nellie Casman,Yeder Tchepet Zich Tzu Mir ,,03/1925,1925,NY,Co 8066-F,Columbia,Vocal,,,
S421,16.40,W 105659-3 ,Nellie Casman,Itzek Mit'n Smitchek ,05/1925,,1925,NY,"Co 8077-F, 16091",Columbia,Vocal & Orchestra,M. Rund (composer),Morris Rund (composer),
S422,16.40,W 105741-2 ,Nellie Casman,"Chayim, Chayim ",07/1925,,1925,NY,"Co 8077-F, 16091",Columbia,Vocal & Orchestra,Gus Goldstein (composer),Gus Goldstein (composer),
S423,16.40,W 105768-2 ,Nellie Casman,Oisgeshpielt,,08/1925,1925,NY,Co 8078-F,Columbia,Vocal & Orchestra,D. Meyerowitz (composer),David Meyerowitz (composer),
S424,16.40,W 105769-3 ,Nellie Casman,Vu Zenen Meine Zieben Gute Yohr? ,,08/1925,1925,NY,Co 8078-F,Columbia,Vocal & Orchestra,D. Meyerowitz (composer),David Meyerowitz (composer),
S425,16.40,W 105878-2 ,Nellie Casman,"Nel lie, Thu Es Noch Amol ",09/1925,,1925,NY,"Co 8083-F, 16092",Columbia,Vocal & Orchestra,Nellie Casman (composer),Nellie Casman (composer),
S426,16.40,W 105879-3 ,Nellie Casman,Ich Bin Farliebt In Mein Eigenem Man ,09/1925,,1925,NY,"Co 8083-F, 16092",Columbia,Vocal & Orchestra,Nellie Casman (composer),Nellie Casman (composer),
S427,16.40,W 105962-5 ,Nellie Casman,Tchastushkes,10/1925,,1925,NY,Co 8101-F,Columbia,Vocal & Orchestra,H. Nager (composer),H. Nager (composer),
S428,16.40,W 105963-3 ,Nellie Casman,Heibt Die Fiselach! ,10/1925,,1925,NY,Co 8101-F,Columbia,Vocal & Orchestra,S. Small (composer) ,Solomon Smulewitz (composer),
S429,16.40,BVE 34274-3 ,Nellie Casman,"Nellie, Tie Dus Noch Amol (Nellie Do It Again)",1/15/1926,,1926,"Camden, NJ",Vi 78531,Victor,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S430,16.40,BVE 34275-2 ,Nellie Casman,Ich Bin Ferl iebt In Mein Eigenem Man (I'm In Love With My Own Husband) ,1/15/1926,,1926,"Camden, NJ",Vi 78531,Victor,Vocal & Orchestra,Nellie Casman (composer); Leroy Shield (director),"Nellie Casman (composer), Leroy Shield (director)",
S431,16.40,BVE 34276-3 ,Nellie Casman,"Molly Dolly, from ''Molly Dolly'' ",1/15/1926,,1926,"Camden, NJ",Vi 78530,Victor,Vocal & Orchestra,Molly Picon & Joseph M. Rumshisky (composers); Leroy Shield (director),"Molly Picon (composer), Joseph Rumshinsky (composer), Leroy Shield (director)",
S432,16.40,BVE 34277-2,Nellie Casman,"Wus Zol Ich Tin As Ich Hob Ihm Lieb (What Can I Do, I Love Him), from ''Molly Dolly""",1/15/1926,,1926,"Camden, NJ",Vi 78530,Victor,Vocal & Orchestra,Molly Picon & Joseph M. Rumshisky (composers); Leroy Shield (director),"Molly Picon (composer), Joseph Rumshinsky (composer), Leroy Shield (director)",
S433,16.40,W 106268-2 ,Nellie Casman,Alles Is A Bluff ,,01/1926,1926,NY,"Co 8106-F, 16096",Columbia,Vocal & Orchestra,S. Klinetsky (composer),Sam Klinetsky (composer),
S434,16.40,W 106269-2 ,Nellie Casman,Vos Gevehn Iz Nishtu ,,01/1926,1926,NY,"Co 8106-F, 16096",Columbia,Vocal & Orchestra,D. Meyerowitz (composer),David Meyerowitz (composer),
S435,16.40,BVE 34558-3 ,Nellie Casman,Aza Teierer Kosherer Korben (God Take Him) (The Holy Sacrifice),02/10/1926,,1926,NY,Vi 78620,Victor,Vocal & Orchestra,Morris Rund (composer);  Leroy Shield (director),"Morris Rund (composer),  Leroy Shield (director)",
S436,16.40,BVE 34559-3 ,Nellie Casman,Ich Vell Eibig Gedenken Die Nacht (I' ll Always Remember That Night) (Wedding Night),02/10/1926,,1926,NY,Vi 78620,Victor,Vocal & Orchestra,Morris Rund (composer); Leroy Shield (director),"Morris Rund (composer), Leroy Shield (director)",
S437,16.40,BVE 36727-2 ,Nellie Casman,Der Zimbel (The Cymbal) ,10/21/1926,,1926,"Camden, NJ",Vi V-9025,Victor,Vocal & Orchestra,Hyman Prizant (composer); Rosario Bourdon (director),"Hyman Prizant (composer), Rosario Bourdon (director)",
S438,16.40,BVE 36728-1 ,Nellie Casman,A Malke (A Queen),10/21/1926,,1926,"Camden, NJ",Vi 79024,Victor,Vocal & Orchestra,Rubin Doctor (composer); Rosario Boudon (director),"Rubin Doctor (composer), Rosario Bourdon (director)",
S439,16.40,BVE 36729-1 ,Nellie Casman,Ydish (Yiddish),10/21/1926,,1926,"Camden, NJ",Vi 79024,Victor,Vocal & Orchestra,Rubin Doctor (composer); Rosario Boudon (director),"Rubin Doctor (composer), Rosario Bourdon (director)",
S440,16.40,BVE 40276-2 ,Nellie Casman,Avreimel (Abraham),10/5/1927,,1927,NY,Vi 80210,Victor,Vocal & Orchestra,Adolf King (composer); Leroy Shield (director),"Adolf King (composer), Leroy Shield (director)",
S441,16.40,BVE 40277-2 ,Nellie Casman,Dos Fidele (The Violin),10/5/1927,,1927,NY,Vi 80210,Victor,Vocal & Orchestra,Adolf King (composer); Leroy Shield (director),"Adolf King (composer), Leroy Shield (director)",
S442,16.41,85218-2 ,Cantor Berele Chagy ,Eloheinu Velchei Avoseinu ,,05/1919,1919,NY,Co E4320,Columbia,Tenor & Organ,,,
S443,16.41,85219-2 ,Cantor Berele Chagy ,Weshomru,,05/1919,1919,NY,Co E4398,Columbia,Tenor & Organ,,,
S444,16.41,85220,Cantor Berele Chagy ,Ov Horachmim ,,05/1919,1919,NY,Co E4398,Columbia,Tenor & Organ,,,
S445,16.41,85221-1 ,Cantor Berele Chagy ,Halel,,05/1919,1919,NY,Co E4320,Columbia,Tenor & Organ,,,
S446,16.41,85642-1-2,Cantor Berele Chagy ,Zur Isroel ,11/1919,,1919,NY,Co E4464,Columbia,Tenor & Organ,,,
S447,16.41,85643-1-2,Cantor Berele Chagy ,Habet Mishomaim ,11/1919,,1919,NY,Co E4464,Columbia,Tenor & Organ,,,
S448,16.41,85644-1 ,Cantor Berele Chagy ,R'eih Bimnuchuseinu ,11/1919,,1919,NY,Co E4550,Columbia,Tenor & Organ,,,
S449,16.41,85645-1 ,Cantor Berele Chagy ,Mi Sheoso Nisim ,11/1919,,1919,NY,"Co E4496, MS 45006 (33)",Columbia,Tenor & Organ,,,
S450,16.41,85646-1 ,Cantor Berele Chagy ,B'rich Sh'mey ,11/1919,,1919,NY,Co E4496,Columbia,Tenor & Organ,,,
S451,16.41,85647-1-2,Cantor Berele Chagy ,Ono Adonoi ,11/1919,,1919,NY,Co E4550,Columbia,Tenor & Organ,,,
S452,16.41,85751-1 ,Cantor Berele Chagy ,Kum Zu Mir In Cheder'l ,,12/1919,1919,NY,Co E4529,Columbia,"Tenor & vln, p",,,
S453,16.41,85752-1-2,Cantor Berele Chagy ,Mai Ko Mashma Lon ,,12/1919,1919,NY,Co E4529,Columbia,"Tenor & vln, p",,,
S454,16.41,59602-2 ,Cantor Berele Chagy ,"Adonoi, Adonoi ",,1919,1919,NY,"Co E5197 (12"")",Columbia,Tenor & Organ,,,
S455,16.41,59603-1 ,Cantor Berele Chagy ,Tikanto Shabos ,,1919,1919,NY,"Co E5197 (12"")",Columbia,Tenor & Organ,,,
S456,16.41,85945-1 ,Cantor Berele Chagy ,Wehu Rachum ,,02/1920,1920,NY,"Co E4743, GR 34 (33,8T,C)",Columbia,Tenor & Organ,,,
S457,16.41,85946,Cantor Berele Chagy ,V'lirisholaim Irchu ,,02/1920,1920,NY,Co E7086,Columbia,Tenor & Organ,,,
S458,16.41,85947,Cantor Berele Chagy ,Ismach Moisheh ,,02/1920,1920,NY,Co E7086,Columbia,Tenor & Organ,,,
S459,16.41,85948-1 ,Cantor Berele Chagy ,Refoenu,,02/1920,1920,NY,Co E4743,Columbia,Tenor & Organ,,,
S460,16.41,86403-2 ,Cantor Berele Chagy ,L'eil Boruch ,07/1920,,1920,NY,"Co E7121, GR 34 (33,8T,C)",Columbia,Tenor & Organ,,,
S461,16.41,86404-1 ,Cantor Berele Chagy ,Daniel Ish Chamudos ,07/1920,,1920,NY,Co E4863,Columbia,Tenor & Organ,,,
S462,16.41,86405-1 ,Cantor Berele Chagy ,Mogen Oves ,07/1920,,1920,NY,Co E712,Columbia,Tenor & Organ,,,
S463,16.41,86412-1 ,Cantor Berele Chagy ,Shma Isroel ,07/1920,,1920,NY,Co E4784,Columbia,Tenor & Organ,,,
S464,16.41,86413-1 ,Cantor Berele Chagy ,Hachsidim,07/1920,,1920,NY,Co E4784,Columbia,Tenor & Organ,,,
S465,16.41,86414-1 ,Cantor Berele Chagy ,Bameh Madlikin ,07/1920,,1920,NY,Co E4863,Columbia,Tenor & Organ,,,
S466,16.41,86693-1-2,Cantor Berele Chagy ,Umpimnei Chatoeinu-Pt. 1 ,10/1920,,1920,NY,Co E4901,Columbia,"Tenor & Organ, cello",,,
S467,16.41,86694-1 ,Cantor Berele Chagy ,Umpimnei Chatoeinu-Pt. 2 ,10/1920,,1920,NY,Co E4901,Columbia,"Tenor & Organ, cello",,,
S468,16.41,86695-2 ,Cantor Berele Chagy ,Wehuofanim,10/1920,,1920,NY,Co E7018,Columbia,"Tenor & Organ, cello",,,
S469,16.41,86696-1 ,Cantor Berele Chagy ,Mimkomcho Malkeinu ,10/1920,,1920,NY,"Co E7177, GR 36 (33,8T,C)",Columbia,"Tenor & Organ, cello",,,
S470,16.41,86697-2 ,Cantor Berele Chagy ,Acheinu Kol Beis Isroel ,10/1920,,1920,NY,Co E4970,Columbia,"Tenor & Organ, cello",,,
S471,16.41,86698-1 ,Cantor Berele Chagy ,Adoshem Moloch ,10/1920,,1920,NY,Co E7339,Columbia,"Tenor & Organ, cello",,,
S472,16.41,86699-1 ,Cantor Berele Chagy ,Kol Adoshem ,10/1920,,1920,NY,Co E7018,Columbia,"Tenor & Organ, cello",,,
S473,16.41,86700-2 ,Cantor Berele Chagy ,Yishtabach,10/1920,,1920,NY,Co E4970,Columbia,Tenor & Organ,,,
S474,16.41,86939-1 ,Cantor Berele Chagy ,Oshamnu Mikol Om ,01/1921,,1921,NY,Co E7177,Columbia,Tenor,,,
S475,16.41,x,Cantor Berele Chagy ,L'eil Baruch ,01/1921,,1921,NY,Co E7121,Columbia,Tenor,,,
S476,16.41,x,Cantor Berele Chagy ,Mogen Oves ,01/1921,,1921,NY,Co E7121,Columbia,Tenor,,,
S477,16.41,87496-2 ,Cantor Berele Chagy ,Tanchum,,06/1921,1921,NY,Co E7235,Columbia,"Tenor & vln, fl, cl, vc, org, or",Solomon Golub (composer),Solomon Golub (composer),
S478,16.41,87497-2 ,Cantor Berele Chagy ,Auf'n Pripechok,,06/1921,1921,NY,Co E7235,Columbia,"Tenor & vln, fl, cl, vc, org, or, p",,,
S479,16.41,87712-3 ,Cantor Berele Chagy ,Unsaneh Toikef ,,09/1921,1921,NY,Co E7454,Columbia,"Tenor & vln, fl, cl, vc, org ",,,
S480,16.41,87713-2 ,Cantor Berele Chagy ,Owinu Malkeinu ,,09/1921,1921,NY,Co E7339,Columbia,"Tenor & vln, fl, cl, vc, org ",,,
S481,16.41,87715-2 ,Cantor Berele Chagy ,Habein Yakir Li ,,09/1921,1921,NY,"Co E7454, GR 34 (33,8T,C)",Columbia,"Tenor & vln, fl, cl, vc, org ",,,
S482,16.41,B 26057-2 ,Cantor Berele Chagy ,V'Shomru,1/27/1922,,1922,NY,Vi 73215,Victor,Tenor & Organ,Berele Chagy (composer); Nathaniel Shilkret (organ),"Berele Chagy (composer), Nathaniel Shilkret (organ)",
S483,16.41,B 26058-1 ,Cantor Berele Chagy ,V'chulom M'Kablim ,1/27/1922,,1922,NY,Vi 73215,Victor,Tenor & Organ,Berele Chagy (composer); Nathaniel Shilkret (organ),"Berele Chagy (composer), Nathaniel Shilkret (organ)",
S484,16.41,B 32246-3 ,Cantor Berele Chagy ,Kol Isroel ,3/24/1925,,1925,NY,Vi rej,Victor,"Tenor & vln, vla, fl, org ",Leroy Shield (director),Leroy Shield (director),
S485,16.41,B 32247-3 ,Cantor Berele Chagy ,Mloch Al Kol Hoelom ,3/24/1925,,1925,NY,Vi rej,Victor,"Tenor & vln, vla, fl, org ",Leroy Shield (director),Leroy Shield (director),
S486,16.41,BVE 33011-3 ,Cantor Berele Chagy ,Auf'n Pripetchik (On The Hearth) ,06/11/1925,,1925,NY,Vi 78188,Victor,Tenor & Orchestra,"Joseph M. Rumshisky, (composer); Nathaniel Shilkret (arranger and director)","Joseph Rumshinsky, (composer), Nathaniel Shilkret (arranger and director)",
S487,16.41,BVE 33012-1 ,Cantor Berele Chagy ,BVE 33012-1 Dem Milner's Traren (The Miller's Tears),06/11/1925,,1925,NY,Vi 78188,Victor,Tenor & Orchestra,Nathaniel Shilkret (arranger and director),Nathaniel Shilkret (arranger and director),
S488,16.41,BVE 33486-2 ,Cantor Berele Chagy ,"Al Tiro Avdi Jakov (Don't Fear, Jacob) ",10/27/1925,,1925,"Camden, NJ",Vi 78509,Victor,Tenor & Orchestra,Rosario Bourdon (director),Rosario Bourdon (director),
S489,16.41,BVE 33487-2 ,Cantor Berele Chagy ,In Schenkl Arein (To The Bar) ,10/27/1925,,1925,"Camden, NJ",Vi 78509,Victor,Tenor & Orchestra,Rosario Bourdon (director),Rosario Bourdon (director),
S490,16.42,88460-1 ,Joseph Cherniavsky (b. 1894),"Die Dibbuk Chassene, fun ''Dibbuk''",,1922,1922,NY,Co E7607,Columbia,Cello & String Orchestra,Joseph Cherniavsky (composer),Joseph Cherniavsky (composer),
S491,16.42,N 105362,Cherniavsky's Yiddishe Jazz Band,Der Dibuk ,,05/1924,1924,NY,Pat 03685,Pathe,Cello,Joseph Cherniavsky (composer),Joseph Cherniavsky (composer),
S492,16.42,N 105363,Cherniavsky's Yiddishe Jazz Band,Mechatunim Tanz ,,05/1924,1924,NY,Pat 03685,Pathe,Cello,Joseph Cherniavsky (composer),Joseph Cherniavsky (composer),
S493,16.42,BVE 33871-3 ,Joseph Cherniavsky And His Yiddish-American Jazz Band,"Der Yiddisher March, from Ansky's drama ''The Dibbuk''",11/16/1925,,1925,NY,Vi 78422,Victor,"Cello & 2c, cl, tb, p, tuba, dm, unk, 2 vln, 2 sax, bj, sos","Joseph Cherniavsky (composer); Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)","Joseph Cherniavsky (composer), Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)",
S494,16.42,BVE 33872-2 ,Joseph Cherniavsky And His Yiddish-American Jazz Band,"Kalle Bezetens Un A Freilachs (The Bridal Serenade And Congratulations), from Ansky's drama ''The Dibbuk""",11/16/1925,,1925,NY,Vi 78422,Victor,"Cello & 2c, cl, tb, p, tuba, dm, unk, 2 vln, 2 sax, bj, sos","Joseph Cherniavsky (composer); Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)","Joseph Cherniavsky (composer), Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)",
S495,16.42,BVE 33873-2 ,Joseph Cherniavsky And His Yiddish-American Jazz Band,"Chasene Niginim (Wedding Melodies), from Ansky's drama ''The Dibbuk''",11/16/1925,,1925,NY,Vi 78423,Victor,"Cello & 2c, cl, tb, p, tuba, dm, unk, 2 vln, 2 sax, bj, sos","Joseph Cherniavsky (composer); Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)","Joseph Cherniavsky (composer), Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)",
S496,16.42,BVE 33874-1 ,Joseph Cherniavsky And His Yiddish-American Jazz Band,Noch Havdolo Beim Rebin (Sabbath Night Around The Rabbi's Table),11/16/1925,,1925,NY,Vi 78423,Victor,"Cello & 2c, cl, tb, p, tuba, dm, unk, 2 vln, 2 sax, bj, sos","Joseph Cherniavsky (composer); Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)","Joseph Cherniavsky (composer), Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)",
S497,16.42,BVE 33877-1 ,Joseph Cherniavsky And His Yiddish-American Jazz Band,Oi Vey Titina ,11/17/1925,,1925,NY,Vi 78453,Victor,"Cello & 2c, cl, tb, p, tuba, dm, unk, 2 vln, 2 sax, bj, sos","Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)","Sam Beckerman (c), Dave Tarras (cl), Chaim Ehrlich (tb), Mrs. Joseph Cherniavsky (p), Hyman Milrad (tuba), Joseph Helfenbein (dm)",
