NAME
Simon Tenovsky Orchestra
"Corman, William"
"LeMarc, M. & H. Orloff, harps..."
"LeMarc, M., & H. Orloff, harps..."
LeZklez
"Lear, Evelyn, soprano"
"Leasge, Jean, orch"
"Lebedeff, Aaron"
"Leder, Tsvi"
"Ledbetter, Huddie & John Lomax"
"Lederman, Anne"
"Lee, William Lyon, arranger"
Leed - Roubanis
"Leeds, Harper and Walker"
"Leeds, Phil"
"Leese, A."
"Leeuwen, Ger van"
"Lefkowitch, Henry"
"Lefkowitz, Cantor David"
"Lehmann, Henny & Gun Finlay"
"Lehmann, Henny and Gun Finlay"
"Lehrer, Leybush"
"Lehrer, Murray Ensemble"
"Leibowitz, Max, violin"
"Leifer, Motshe (Pittsburger Rabbi)"
"Leifer, Rabbi Meyer H."
"Leifer, Rabbi Meyer H., arr"
"Leigh, Mitch"
"Leinwand, Michael, director"
Leipzig Radio Symphony Orch
Leipzig Syanagogue Choir
Leipzig Synagogue Choir
Leipziger Synagogalchor
"Leiser, Moshe"
"Lejb, Khazn (1736-1758)"
"Lekhner, P."
"Lemansne, Luc"
"Lemke, Rainer"
"Lemm, Manfred"
Manfred Lemm Ensemble
"Lemm, Manfred ???"
"Lengeyl, Cantor Joseph S."
"Lennon, Charley"
"Lennon, John"
"Lenson, Victor, dir & arr"
"Lenzon, Victor, dir & arr"
"Lenzon, Victor, director"
Leo Fuchs
"Leon, Irving"
"Leoni, Enzio"
"Leoni, Ezio"
"Lerer, Oded"
"Lerer, Shifra"
"Lerman, Jacob"
"Lermontov, Mikhial"
Lerner
"Lerner, A. J. (eng)"
"Lerner, A. J./ Moyshe Sakhar, Yid"
"Lerner, Alan J."
"Lerner, Alan J. / Moshe Sakhar, Y"
"Lerner, D. M."
"Lerner, I."
"Lerner, L."
"Lerner, Leyb"
Les Miserables Brass Band
"Lesage, Jean, orch"
"Leshage, Jean, orch"
"Leshaw, Howard & Golden Land Orch"
"Leshaw, Howard, arr"
"Leshaw, Howard, arr & clarinet"
Lesis/ Young/ Angst
"Leslie, Bob"
"Leslie, Dave"
"Leslie, Dave, variation"
"Leslie, Kermit"
"Leslie, Kermit arr and cond"
"Leslie, Kermit, arr and cond"
"Leth, Max Orch"
"Leth, Max Orchestra"
"Leth, Max Orchestra Israelians"
"Leth, Max Orchestra Jacobi"
"Leth, Max Orchestra Ron Eliran"
Lets Sing Yidish Ensemble
"Leuchter, Janet"
"Leurink, G. & M. Ladrak, arr"
Lev Ran Choir
"Lev Ran, Menashe"
"Lev Yehuda, Narration"
"Lev, (Gregory) Gershon"
"Lev, Edna"
"Lev, Genia"
"Lev, Girsh"
Lev-Ran Choir & Festival Orch
"Lev-Ran, Menashe"
"Lev-Ran, Menashe, choral cond"
"Lev-Ran, Menashe, musical dir"
"Levani, Shulamit"
"Levani, Yehudit"
"Levanon, Motke"
"Levas, Bronya"
"Levas, Broyna"
"Levdev, S. ?"
Leveen
"Levenon, Arye"
"Levenson, Rabbi Reuven"
"Levenson, Sam"
"Levey, Arye"
"Levey, Aryeh"
"Levey, Aryeh and Shimon Bar"
"Levi, Hevron & Avrom Grobard"
"Levi, Hevron & Feenjon Group"
"Levi, Hevron & Jerry Sappir"
"Levi, Naomi & Rivka Brakha, solo"
"Levi, S."
"Levi, Sarah"
"Levi, Shem Tov, arrangement"
"Levi, Yossi Pepo, percussion"
Levin
Levin Ruth & Manfred Lamm
"Levin, Abraham"
"Levin, A."
"Levin, Al"
"Levin, Danny"
"Levin, Danny, violin"
"Levin, Harav Yehuda Leyb"
"Levin, Leibu"
"Levin, Lou, trumpet"
"Levin, Rabbi Schneur Levin"
"Levin, Rabbi Shnuer Zalman"
"Levin, Ruth"
"Levin, Ruth and Manfred Lamm"
"Levine, Dov"
"Levine, Elliot Z."
"Levine, Hilda-Price & Michael"
"Levine, I. & Russell Brown"
"Levine, Lucy"
"Levine, S., M. Yess & Gottlieb"
"Levine, Sholom"
"Levine, Sholom and Moshe Yess"
"Levine, Zukoff, Clark, arr"
"Levinsohn, A."
"Levinson, Cantor Morris"
"Levinson, Sam"
"Levinson, Sam, narrator"
"Levitan, A."
Cy Levitan Orchestra and Chorus
"Levitan, Gladys, English"
"Levitan, Gladys, recite in Eng"
"Levitan, Cantor Ralph"
"Levitan, Samuel, piano"
"Levitan, Samuel, piano and arr"
"Levitan, Seymour"
"Leviton, Susan"
"Levitt, Abraham"
"Levitt, Marty"
Marty Levitt & Klezmer Ensemble
Marty Levitt Orchestra
Levy
"Levy, Alton"
"Levy, E."
"Levy, Hannah"
"Levy, Lolik"
"Levy, Mark"
"Levy, Naomi"
"Levy, Oshik"
"Levy, Pearl"
"Levy, Sarah"
"Levy, Yitskhak"
"Levy-Tanai, M."
"Levy-Tanai, Sarah"
"Levy-Tanai, Sh."
"Lewandowski, Cantor Manfred"
"Lewandowski, Cantor Louis"
"Lewinter, Martin"
"Lewinter, Marty Orchestra"
"Lewis, Braverman, Coben"
"Lewis, Irving"
"Lewis, Marvin, arr"
"Lewis, Marvin, arranger"
"Lewis, Marvin, piano acc"
"Lewis, Ted"
Lewis/ Young/ Angst
"Leyb, Mani"
"Leyb, Reb Arye (Shpoler Rebe)"
"Leyb-Ne'eman, Joshua"
"Leysh, Arye"
"Leyvik, Halper"
"Leivick, Halper"
"Leyzerovitz, Yakov"
"Lezerovits, M., arrangement"
"Lhermite, Tristan"
"Lhoest, Renaud"
"Lhoest, Samek"
Li Ron Hertzelia Children's Choir
"Liberman, L. and D. Thornton, arr"
"Liberman, Lev"
"Liberman, Lev and David Gray, arr"
"Liberman, Lev and Klezmorim, arr"
"Liberman, Lev, flute solo"
"Liberman, Lev, lead vacal"
"Liberman, Lev, lead vocal"
"Liberman, R."
"Liberman, Sam"
"Liberman, Sam and Orchestra"
"Liberovici, Sergio"
"Libgold, Leon & Ensemble"
"Liboshitsky, A."
"Libson, Dora"
"Lic, Leslaw"
"Licht, David"
"Lichtenstein, Cantor Charles"
"Lidarti, C. G. (c.1700)"
"Liebeskind, Aaron (19__-1942-3)"
"Leibgold, Leon"
"Liessin, Avrom"
"Lifshitz, Freydele"
"Lifshitz, Nekhama"
"Lifshitz, Reuven"
"Lifson, Sara"
Likht
"Likht, David & Frank London, arr"
"Lilienfeld, Francois"
Lillbert
Lillian Lux (Yid) / Y. Teherlev
"Lillian, Isadore"
"Lillian, Isadore / Jacobs, Jacob"
"Lin, Shmaryia"
"Lind, Dale"
"Lind, Cantor Joshua"
"Lind, Yehoshua"
"Lindsay, David"
"Line, Anne"
"Linitski, Yitskhok Yoel"
"Lipman, Jerome"
"Lipovsky & Mlotek, arr"
"Lipovsky & Warschauer, arr"
"Lipovsky, Mlotek, Warschauer, arr"
"Lipovsky, S. & J. Warschauer, arr"
"Lipovsky, Shura"
"Lipovsky, Warschauer & Mlotek, arr"
"Lipovsky, Warschauer, Mlotek, arr"
"Lippitz, Lori"
"Lippman, Eve"
"Lipshits, M."
"Lipshuts, A. D."
"Lipsker, Eli"
"Lipszyc, R. (?)"
"Lipton, Holly (El Avrom Group)"
"Lipton, Sara"
"Liptzin, Sam"
"Liron, Tsakhi and Yael"
"Liron, Tsiona"
"Liron, Tsiona and Oded Zamir"
"Lish, Joel, conductor"
"Lishner, Leon"
"Eckert, Thomasa"
Lishner. Leon and Thomasa Eckert
"Liss, Kalman"
"Lissek, Cantor Leon"
"Listov, Konstantin"
"Lisznayai, Gabor, arranger"
"Lisznyai, Gabor, arranger"
"Lisznyai, Maria & S. Kovacs, arr"
"Lisznyai, Maria, organ"
"Litany, Dani, narrator"
"Litany, Danny"
"Litany, Danny, narrator"
"Litay, D."
"Lithgow, John"
"Litton, James"
"Litton, James. cond"
"Litvin, A. (1862-1943)"
"Litvine, M."
"Livaditis, Tassos (b.1922)"
"Livianu, Dorian"
Livingston
"Livnat, Shulamit"
"Livnat, Shulamit and Ensemble"
Livnat. Shulamit
"Liz, Kalman (____-1942)"
"Ljevakovic, Z., arr"
"Loenworth, Sam"
Loesser
"Loewe, Frederick"
Lolik
"Lomanets, Valery, piano"
Lomir Zingen Yiddish Ensemble
Lomir Zingen Yidsih Ensemble
"Londner, Rosita"
"Londner, Rosita and Henri Gerro"
London Festival Orch & Chorus
London Philharmonic Choir
London Philharmonic Symphony Orch
"London, Frank"
"London, Frank & Klezmatics"
"London, Frank & Klezmatics, arr"
"London, Frank & Lorin Sklamberg"
"London, Frank & ___ Epstein"
"London, Frank, Lorin Sklamberg"
"London, Y. / Sakhar, Moyshe, Yid"
"London, Yaron"
"London, Yoran"
"Lootsma, Nienke"
Lorand Trio
"Lorand, Marcel"
"Lorca, Federico Garcia"
Los Angeles Amer. Jewish Chorus
Los Angeles Jewish Folk Chorus
Los Angeles Mandolin Orchestra
Los Hnos Barrios
"Louis, David, arrangement"
"Louis, M., arr"
"Loulou, A. B. & M. Cohen, drums"
Goeff Love Orchestra
"Lovell, Lynn, bass"
"Lovitt, Shifee"
"Low, Immanuel Cantor, arranger"
"Low, Leo"
"Lowenworth, Sam"
"Lowenworth, Sam / Judy Bressler"
"Loy, Sh."
"Loynson, Avrom"
Lubavitsh Khasidim Choir & Orch
Lubavitsher Chorus & Instr Ensb
Lubavitsher Khasidim & Boys Choir
Lubavitsher Khasidim Choir & Orch
Lubetski
"Lubin, Annie"
"Lubin, Harry"
"Lubin, Cantor Abraham"
"Lubin, Cantor Avrom"
"Lukovski, I."
"Lucas, Bob"
"Lucas, Bob, Miriam Sturm"
"Luginsky, Sam"
"Luis, Jose, guitar acc."
"Luminsky, Sasha"
"Luria, Rabbi Isaac"
"Luski, Abraham (Abe)"
"Lustig, Alexander"
"Lutski, Avrom"
"Lux, Lillian"
"Luz, Fabio"
Lynette
"Lyov, Leo"
"Lyubimov, Saul"
"Ma'arvi, D."
"Maarvi, David"
"Maass, Stefan"
"MacCabe, Bertha, director"
MacDonald & Hanley
"MacIntosh, David"
"Macero, Ted"
Machaya Klezmer Band
"Machir, Menakhem ben of Ratisbon"
"Macias, Enricos"
"Mackebn, Theo"
"Maddox, J. piano, R Hicks, guitar"
"Maddox, J. piano,R Hicks, guitar"
"Magaloff, Nikita, piano"
"Magid, Eliyahu"
"Magid, Elye"
"Magid, Mikhail"
"Magid, Yakov"
"Magid, Yakov & Ensemble"
"Magid, Yakov & Fayerlekh Folk Ens"
"Magid, Yakov, soloist"
"Magouri, Israel (Yemen)"
Maher School Folk Dance Orch
Schretter
"Schul, Sigmund (1916-1944)"
"Schuler-Springonum, Katrin"
"Schulman, Khazn Eleazer"
"Schultes, Sabine"
"Schultz, Victor"
"Schultze, N."
"Schussheim, Jorge"
"Schwarztman, Cantor Seymour"
"Schwartz, Yisroel Yankov"
"Schwarts, Israel Jacob"
"Schwarts, I.J. & Avrom Reisen"
"Schwartz, William"
"Schwartsman, A."
Abe Schwartz Orchestra
"Schwartz, Bill"
"Schwartz, Bill, Bob Lucas"
"Schwartz, Cili & Budowitz"
"Schwartz, George, Orch & Singers"
"Schwartz, Gerald, Cond"
"Schwartz, Gideon, violin"
"Schwartz, Khazn Leybele"
"Schwartz, Leon"
"Schwartz, Maurice"
"Schwartz, Menakhem, narration"
"Schwartz, Risa and Menakhem"
"Schwartz, Risa and Menakhem (Marv)"
"Schwartz, Risa, narration"
"Schwartz, S."
"Schwartz, Solomon and his Orch"
"Schwartz, Stanley, arr and cond"
"Schwartz, Sylvia"
"Schwartz, T. & Esther Smith, Yid"
"Schwartz, Teddi"
"Schwartz, Teddi, Yid"
"Schwartz, Teddi/Arthur Kevess-Eng"
"Schwartzman, Dina"
"Schwartzman, Khaim"
"Schwartzman, Cantor Seymour"
"Schwarz, Walter Andreas"
"Scooler, Tsvi"
"Seamans, Dan, arr"
"Seamans, Danny, Bass"
Seattle Peace Theatre Singers
Seattle Symphony
"Seattle Symphony, G. Schwartz, con"
Seattle Theatre Peace Singers
"Sebestyen, Marta"
"Secunda, Sholom"
"Secunda, Sholom / Saul Chaplin"
"Secunda, Sholom/ Sammy Cahn"
"Secunda, Sholom/ Sammy Cahn,"
"Secunda, Sholom/ Saul Chaplin"
"Seder, Jules"
"Seeger, Pete and Song Swappers"
"Seeger, Pete"
"Seewald, Zahava"
Segal Harriet and Ben Gailing
"Segal, Betty"
"Segal, Harriet"
"Segal, I. J."
"Segal, J."
"Segal, Khasia, interviewer"
"Segal, Cantor Robert H."
"Segal, M."
"Segal, Misha"
"Segal, Moshe"
"Segal, Pesekh & Yad Bezemer Orch"
"Segal, Shmuel"
"Segal, T."
"Segal, William"
"Segal, William (?)"
"Segal, Yankev Yitskhak"
"Segal, Yohanaton"
"Segal, Yonaton"
"Segal, Yonaton / Nitse Shaul"
"Segal, Yonaton and Megila 83 Ens"
"Segal, Yuhuda/ Jerry Heyman"
"Segalovitsh, Zusman"
"Segelstein, Cookie"
"Segelstein, Libe Lebovics"
"Seidman, Claire, piano"
"Seigel, Cantor Benjamin"
"Seiger, Joseph, piano"
"Siegmeister, Elie"
"Sela, U. / D. Manossi, Eng"
"Sela, U. / Shmuel Fisher, Yid"
"Seldes, Marian"
"Selesky, Harold"
"Selivan, Mark A., dir"
"Seltser, Dovon"
"Seltzer, Dov"
"Semiatin, Lionel, arr"
"Sendrey, Prof Alfred"
"Senderey, Samuel"
"Senesh, Chana"
"Sent, J. acc"
"Sent, S. acc"
Sephardic Chorus
"Sereda, Larry, flautist"
Seymour Rexsite
"Shabazi, Abba Shalom"
"Shabazi, Sholom"
"Shabazi, Sholom (?)"
"Shabtai, Yaakov"
"Shabtai, Yakov / Newell"
"Shabtai, Yakov/ Sakhar, Moshe, Yid"
"Shabtai, Yakov/ Sandro Tuminelli"
"Shabzi, Sholom"
"Shaefer, Milton"
"Schaefer, Yakov"
"Shafir, Berl"
"Semenov, B."
"Shaffir, Moshe, Mordecai"
"Shaham, Hagai"
"Shahan, A."
"Shai, Ahuva / Miriam Jacobi"
"Shai, Ahuva/ Miriam Jacobi"
"Shai, Shlomo & Feenjon Group"
"Shain, I., arr"
"Shainsky, Vladimir"
"Shakespeare, Wm."
"Shakespeare, Wm./ S. Marshak, Russ"
"Shakhar, Natan"
"Shal, Berl and orchestra"
"Shalamon, Kar'el, arranger"
"Shalev, Yitskhak"
Shaliapin - Koeneman
"Shalit, M."
"Shalit, Vladimir"
"Shalmon, Kar'el, arrangement"
"Shalmoni, Khaim"
Shalom Singers & Instr Ensemble
"Shalom, Sh."
"Shamai, Silvia, soloist"
"Shamir, Efriam"
"Shani, A."
"Shank, Nadine"
"Shapero, Jose, cello"
"Shapira, Aba Konstantine"
"Shapira, Elaykum"
"Shapira, N."
"Shapiro, Amy"
"Shapiro, Joseph"
"Shapiro, Cantor Robert"
"Shapiro, M."
"Shapiro, R' Maier"
"Shapira, Rachel"
"Shapiro, Rukhele"
Ted Shapiro's Orchestra
"Shapiro, Yaacov"
"Shapirovits, A."
"Shapirovits, A., arranger"
"Shapirovits, E."
"Shapirovitz, Eddy"
"Shapirowits, A., arranger"
"Shapirowits, E., arranger"
"Sharabi, Boaz"
"Sharabi, N."
"Sharabi, Yoel"
"Sharabi, Yoel & Ken Gross Orch"
"Sharett, Moshe"
"Sharet, Yehuda"
"Sharf, Ali"
"Sharf, Cantor Asher"
"Shargel, I. C."
"Sharlin, Cantor William"
"Sharlin, William"
Sharon
"Sharon, Sarele"
"Sharp, Elliot"
"Sharp, William"
"Sharp, William & Judy Kaye"
"Sharr, Y."
"Sharr, Yoel, Orch Arr"
"Sharr, Yoel, arr"
"Sharvit, Uri (b.1939)"
"Shashina, Elizaveta Sergeyevna"
"Shashina, E. - Saslovsky"
"Shatsman, P."
"Shaul, Nitse"
"Shaul, Nitse and Megila 83 Ens"
"Shaul, Rabbi of Modzits"
"Shaves, A."
Shaynski
"Shazar, Sh. Z."
"Shazar, Sh. Z. (?)"
"Shazar, Zalman"
"Shchedrin, Rodion (b.1932)"
"Sheen, N."
"Sheftel, Sonia"
Sheh Sheh
"Sheinfrukht, Yokheved"
Shekhter
Shekhter ?
"Shelem, Matetyahu"
"Shelton, Anne & Wally Stott Orch"
"Levy, Shem Tov"
"Shemberg, Y."
"Shemer, Naomi"
"Shenberg, Yitzkhak"
Shenderay
"Sheney, Shoshana"
"Shenhar, Yitskhak"
"Shenkar, Sh."
"Shenkar, Sh. (Heb)"
"Shenker, Ben Tsion"
"Shenker, M."
"Shenker, Saul"
Bill Shepherd Chorus
"Shepherd, Merlin"
"Sheppard, Craig"
"Sher, Steve"
"Sheriff, Noam"
"Sherling, Yuri"
"Sherman, Judy & Balalaike Russe"
"Shermel, Klementina"
Sherry
"Shertzer, Khaim / Nakhum Deutsh"
"Shevakh, Avrom"
"Shevet, Tsipi"
"Sheinberg, Yitskhak"
Sheyndele Di Khazente
"Sheynkinder, Sh."
"Shifer, Chayele"
"Shifris, Moyshe"
"Shilkret, Nathaniel"
"Shiller, Gerrry"
"Shimel, Z."
"Shiml, Moshe"
"Shimoni, David"
"Shimoni, Yaacov (??)"
Shimonovits
"Shimri, Arya (1907)"
"Shindler, A."
"Shindler, Eliezer"
Shapiro Brothers
Shir Hadash
"Shir, Smader"
Shirim Klezmer Ensemble
Shirim Klezmer Orchestra
Shiru Shir Ensemble
Shivat Tsion Group
"Shivit, Tsipi"
"Shklar, A."
"Shlezinger, B."
"Shlisky, Khazn Joseph"
"Shlonsky, A."
"Mahler, Gustave"
"Maiboroda, P."
Maida
"Maier, Alexander"
"Maigorzata, Ewa"
Maimomides
"Maimon, Ruth"
"Maissner, Cantor Benjamin Z."
Majuka Orchestra
"Machtenberg, Meyer"
Makowska Orkiestra Dzajowego
Makowska Orkiestra Dziajowego
"Malamood, Cantor Herman"
Malamud
"Malatesta, Gianni, arr"
"Malavsky, Cantor Samuel"
Malavsky Family Choir
"Malek, Eugene"
"Malin, Yekhezkl"
"Malis, I."
"Malkin, Ela"
Malkin. Ela
"Malle-Beena, Yosie, conductor"
"Malmon, Sandi-Jo, cello"
"Malovany, Cantor Joseph"
"Maltinski, A."
"Maltz, Ken"
"Malve, Barbara, piano"
"Malyshko, A."
"Mamlock, Theodore, violin"
Mana - Zuca
"Mandel, Alan, piano"
"Mandel, Cantor Shlomo"
"Mandelbaum, Azriel"
"Mandelbaum, J."
"Mandelbaum, Max"
"Mandelbaum, Y. & Abish Meir-Rabbis"
"Mandlebaum, Azriel"
"Mandleboym, Azrael"
Mandolin Group of Shefia Orchestra
"Mane, M. Ts."
"Manger, Itzik"
"Mann, Herbie"
"Mann, Joy and Young Israelians"
"Mann, K."
"Mann, Yoy and Young Israelians"
"Manning, Dick"
"Manning, Marty, cond and arranger"
"Manor, Ehud"
"Manussi, Didi., Heb and Eng"
"Manussi, Didi"
"Manussi, Didi / J. Holtzman, Span"
"Manussi, Didi, / Moshe Sakhar, Yid"
"Manussi, Didi, Heb and Eng"
"Manson, Bevan"
"Manusevitsh, Osher"
Manzaneriro
Manzanero
"Mar, S., Russian"
"Marcell, Bibi"
Marchetti
Marcias
"Markowitz, Karol"
"Marcus, Jacob, tenor"
"Marcus, Wendy"
"Margalit, Moyshe"
"Margolin, Adele"
"Margolin, Anna"
"Margolis, J."
"Margowsky, Jacob Samuel"
"Margules, Cecelia"
"Margulies, Tsvi Hirsh (Hershel)"
"Marinbach, Bernie"
"Marinno, Marino"
"Marjane, Leo"
"Mark, Yudl"
"Markish, Peretz"
"Markousheva, Maria, choir cond..."
"Markovetsky, Itshe, violin"
"Markovetsky, Yitskhak, violin"
"Markovitch, Karol"
"Markovitch, Karol/L. Waldman-Eliad"
Markovits
"Markovsky, Nosn (1895-1972)"
"Markowitz, Louis"
"Marks, Ruth"
Marlin Sisters
"Marlon, Estel"
"Marlowe, Rita"
Marnay
"Marnay, A."
"Maroko, I. E., arr"
"Marovski, Mark"
"Marsalis, Bradford"
"Martin, Hugh"
"Martin, Ray Ochestra"
"Martinez, L.-Polano, Orch Arr"
"Marton, Yosef, cond"
"Marvis, Tasso & Maria"
"Marvis, Tasso, Hevron Levi"
"Marx, Michael"
Mary & West End Klezmorim
Maschwitz; Postford; Gunn
"Maseng, Danny"
"Masslenikov, Alexei"
"Maslin, Rabbi Simeon"
"Maslo, Avi"
"Masloub, Shiekh Al Rahim Al"
"Mason, Jackie"
"Massenet, Jules"
"Matarasso, Allegra"
Mathieu Le Juif
"Matlovsky, Samuel"
"Matok, Ilana"
"Matusovski, Mikhail"
"Matz, Lazlo, Misucal Director"
"Matz, Peter"
"Maud, Zuni (1891-1956)"
"Mavridis, Nico"
"Max, Harry"
Maxwell St Klezmer Band
Maxwell St. Klezmer Band
Maxwell Street Klezmer Band
"Maxwell, M., organist"
May
"Mayer, Erika, accompaniement"
"Mayerson, Cantor Carol"
Mayne Sheyne Leydi Orkester
"Mayrent, Sherry"
"Maza, A."
"Maze, A."
Mazeltones
"Mazur, Z."
Mazzeltov
Mazzeltov & Talitha Nawijn
"Mc Clintock, Harry K (Haywire Mac)"
"McCarthy, Joseph"
John McCarthy Singers
"McCartney, Paul"
"McCrensky, Jay, dir"
"McGhee, Browie, guitar"
"McKinley, Ray"
"McLaughlin, Tom"
Meadows End Trio
"Mebobov, R' Admu"
"Medeski, John, Hammon Organ"
"Medeski, John, Hammond Organ"
"Medina, A."
"Medina, Avihu"
"Mediski, John, Hammond Organ"
"Mednik, N., arr"
"Medoff, David"
"Medoff, Sam"
"Medoff, Sam Orchestra"
Sam Medoff Orchestra
"Medvedieff, Yankev"
Megama Duo
Megama Duo.
"Meghnagi, Miriam"
Megila 83 Ensemble
Megila Ensembl
Megila Ensemble
Megila Esther
Megile Ensemble
"Mehler, Amos"
"Mehta, Zubin, director"
"Meier, Sigi"
"Meir, Golda"
"Meir, Yitzkhak"
"Meir, M. / Yaakov Shapiro, Yid"
"Meir, Rabbi of Rothenberg (13th C)"
"Meiri, Uzi"
"Meirowits, Ofra"
"Meisell, Bella"
"Meisels, Cantor Saul"
Melamud
"Melamud, N. Cohen"
"Melamud, Nisn Cohen"
"Melick, Bill & Balalaike Russe"
Melitser Rebbe & Moshe Krause
"Meller, Amos"
"Mellul, Eli"
"Melman, Marian and Ruth Kaminska"
"Melnick, Peshe"
"Melnick, Peshy"
"Meltser, Sh., Hebrew"
"Meltser, Shimshon"
"Meltz, Pierre with Harts Un Gefil"
"Meltz, Pierre/ Francios Lilienfeld"
Israel Phil Orch Members
"Menakhem, K."
"Menakhem, Khaim"
Menchin Sy & Steven Scott Orch
"Menchin, Cy and Steven Scott Orch"
"Menchin, Sy & Steven Scott Orch"
"Menchin, Sy and Steven Scott Orch"
Mendele Mokher Sforim
"Mendelsohn, Frederick"
"Mendelsohn, I., arr"
"Mendelsohn, Felix"
"Mendelsohn Bartoldy, Felix"
"Mendelson, G."
"Mendelssohn, Felix Robert, cello"
"Mendelssohn, Robert Fexix, cello"
"Mendlowitz, Shaya"
"Menise, Selga"
"Mennin Stewart, dir and clarinet"
"Mennin, Steward, dir and clarinet"
"Mennin, Steward, director-clarinet"
"Mennin, Stewart, dir and clarinet"
"Menuhin, Yehudi, violin"
"Menze, Yaacov, Cello"
"Mercer, Johnny"
"Mercur, Wolf"
Meredith
"Merle, Sandi"
"Merlin, Joanna, Julie Mignes"
"Mermel, Stanley"
"Merovitz, Allan"
"Merrill, Robert, Cantor"
"Merzel, Arye, lead guitar"
"Meshula, R."
Mesinke
"Mesori, A. ?"
"Messelu, Avi"
"Messing, R., arr"
"Metehen, Jacques orch dir"
"Meter, Grietje"
"Methany, Pat, guitar"
Metropolitan Brass Ensemble
Metropolitan Klezmer
"Meyerowitz, David"
"Meyerovits, Dovid / Gil Bernard"
"Meyerovitsh, Dovid / Zalmen Mlotek"
Meyerovsky
Miami Jewish Folk Chorus
Michael Alpert & Brave Old World
"Michael, Susie"
"Michaeli R. & Y. Shimoni, narrat"
"Michaeli, Rivka"
"Michaels, Marilyn"
"Michaels, Marilyn- Freydele Oysher"
"Michal, Benny"
"Michal, Benny Orch"
"Michal, Benny and Orch"
"Michel, Benny Orch"
"Michel, Benny Orchestra"
"Michel, Benny and Orch"
"Michel, Benny and Orchestra"
"Michell, Howard, cond"
"Michels, Benny Orchestra"
"Michels, Benny and Orchestra"
"Michna, Marienka"
"Michno, Dennis"
Mickey Katz Orchestra
Migdal Or Ensemble
"Migenes, Julia"
"Miguel, J. guitar arrangement"
Migul
"Mikhael, Ephraim"
"Mikhali, M."
"Mikhali, M. (Yid)"
"Mikhel, Rabbi of Zlotchov"
"Mikhalesko, Michal"
"Mikhoels, Shloyme"
"Miksne, M. (?)"
"Milet, Yosef"
"Milhaud, Darius"
"Milivojevic, B."
Milk & Honey Ensemble
Milk and Honey Company
Milk and Honey Orchestra
"Miller, Arnold"
"Miller, Cantor Aaron"
"Miller, Harvey"
"Miller, Cantor Benjamin"
"Miller, Cantor Benzion"
"Miller, Cantor Yakov"
"Miller, L."
"Miller, Leyb"
"Miller, Maimon, arr"
"Miller, Maimon, violin"
"Miller, Naomi"
"Miller, Rabbi A."
"Miller, Robin & Evan Harlan"
"Miller, Sima"
"Miller, Sonny"
"Miller, Stanley Band"
"Miller, Suzy"
"Miller, Y."
"Miller, Y. L."
"Mills, Alan"
"Mills, Irving"
"Milner, A."
"Milner, Chana"
"Milner, Moses"
Milner. Dovid
"Milnes, Merrill"
"Milnes, Sherill"
"Milnes, Sherill Charles"
"Milnes, Sherill baritone"
"Milo, Joseph"
"Milo, Joseph, arranger"
"Milutin, Y."
"Mindlin, Avrom"
"Mindlin, M."
"Mink, Ben"
"Minkoff, Nakhum Barukh"
"Minkovski, P."
"Minkovski, Pinkhos (1859-1924)"
"Minorsi, Rabbi Jacob (12th Cent)"
"Minton, Allen"
"Mintz, Eli and Benjamin Fishbein"
Mira and Her Guitar
"Mirel, Rabbi James"
Miriam Sturm
"Mirkin, S."
"Mirkin, Sh."
"Miron, Issacar"
"Miron, Issacar / M. Parish"
"Miron, Issacar, arr & cond"
"Miron, Issachar"
"Miron, Issachar, arr & cond"
"Miron, Tsipora"
"Miron, Tsipora, Piano"
"Mirsky, Cantor Moses ( -1945)"
"Mishelof, Maurice"
"Mishori, Nathan, flute"
Mishpakha
Mishpakha & Klezerjm
"Mishpokha, The Family"
"Mishpokhe, The Family"
"Misiker/ Frey, arr"
"Mistral, Gabrial"
"Mitamare, Elly, Alto"
"Mitchell, Howard, cond"
"Mitchell, Howard, conductor"
"Mitlpunkt, Yosef Dovid"
"Mitnick, Sam"
Mitzwa Moscow Instr Ensemble
"Mizrahi, Alberto"
"Mizrahi, B, Y. Ben Haim & S Duek"
"Mizrahi, Gurley & Kleitanim"
"Mizrahi, Gurli & Raffi Plas"
"Mizrahi, Khazan Alberto"
"Mizrahi, Cantor Abraham"
"Mizrahi, Cantor Alberto"
"Mlotek, Avram & Children's Chorus"
"Mlotek, Kh., J. Levy, M. Rosenfeld"
"Mlotek, Khana / Wm. Zukoff, Eng"
"Mlotek, Yosl"
"Mlotek, Z., piano & J. Ganz, bass"
"Mlotek, Zalmen"
"Mlynarski, V."
Moadon Trio
"Moazrt, Wolfgang Amadeus"
"Mocsanyi, E., piano/Pintavalle J."
"Modell, Larry, accordion"
"Modell, Larry, guitar"
Modern Klezmer Quartet
"Modunio, Domenico"
Modzitser Choral Ensemble
"Mogulesco, Sigmund (Zelig)"
"Mohar, Eli"
"Mohar, Y."
"Mohar, Y. / Ehud Manor, Eng"
"Mohar, Y. / Shmuel Fisher, Yid"
"Mohar, Yehiel"
"Moises, Mark"
Moiseyev Dance Ensemble Orchestra
Moiseyev Orchestra
"Mokhiakh, Ilan, arranger"
"Mokrousov, Boris Andreyevitch"
"Mokrousov, B.>"
"Molinari, arr"
"Molodovsky, Kadya"
"Molukhanova, Zara"
"Monnot, Marguerite"
"Monson, Ingred, cornet"
