"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Romanian Romantic Hora (Instr)","T8356","","","","","","","",""
"Rumaynish Zemer (Instr)","T4497","","רומײניש זמר","","","","","",""
"Rumaynisher Kretshme","T4498","Theatre/Place/Nostalgia","רומײַנישער קרעטשמע","Rumania/Kretshme/Tavern/Food/Pleasure","","","","",""
"Rumenishe Fantzie (Instr)","T4499","Klezmer","רומעמישע פֿאַנטזיעאַ","","","","","Rumanian Fantasy",""
"Rumenye, Rumenye","T2806","Theatre/Vaudville/Shund/Double Entendre/Skat/Humorous/Nostal","רומעניע, רומעניע","Rumania/Place/Food/Women","GYF 12","Alb G-013(c)/CD K-068(e)/AAlb L-002(a)Alb L-023(a)/Alb J-24(a)1","Warem 175/GYF 12","","Alb J-024(a)1/GYF 12/Alb K-029(g)/Alb L-002(a)/Alb W-031(a)"
"Rumenye, Rumenye (Medley)","T4524","","רומעניע, רומעניע (מעדלי)","","","","","",""
"Rumenye, Rumenye (Oystralie)","T12098","","רומעניע, רומעניע (אָױסטראַליע)","","","","","",""
"Rumenye, Rumenye (Parody, Eng Yid)","T4525","","","","","","","",""
"Rumenye, Rumenye (Parody, Kurtn)","T4526","","רומעניע, רומעניע (פּאַראָדיע, קורטן)","","","","","",""
"Rumenye, Rumenye (Seattle)","T4527","","רומעניע, רומעניע","","","","","",""
"Rumenye, Rumenye (Uroumaniac)","T4529","","רומעניע, רומעניע (יאָראָמײניאַק)","","","","","",""
"Rumenyisher Tants (Instr)","T12569","","רומײנישער טאַנץ (אינסטר)","","","","","",""
"Rumeynish Folkslid (Rumanian)","T4530","","רומײניש פֿאָלקסליד (רומײניש)","","","","","",""
"Rumeynish Tants (Instr)","T4531","","רומײניש טאַנץ","","","","","",""
"Rumeynishe Bulgar (Instr)","T4532","","רומײנישע בולגאַר","","","","","",""
"Rumeynishe Doyne (Instr)","T4533","","רומײנישע דױנע","","","","","",""
"Rumeynishe Fantasien (Instr)","T4534","","רומײנישע פֿאַנטאַסיִן (אינסטר)","","","","","",""
"Rumeynishe Khosidl (Instr) )","T11411","","רומײנישע חסידל (אינסטר)","","","","","",""
"Rumeynishe Nigunim (Instr)","T4536","","רומײנישע ניגונים","","","","","",""
"A Ganev (Nisht Gavenen Nor Nemen)","T2999","Folk/Thieves Song","אַ גנבֿ (נישט גנבֿענען נאָר נעמען)","","","","","Not Stealing, Just Taking",""
"Artsa Alinu (Medley)","T8923","","ארצה עלינוּ (עבֿרית)","","","","","",""
"Rumeynishe Sirba (Instr)","T11633","","רומײנישע סירבאַ (אינסטר)","","","","","",""
"Rumeynisher Bulgarish","T12280","Instrumental/Klezmer","רומײנישער בולגאַריש","","","","","",""
"Rumeynisher Freylekh","T4537","","רומײנישער פֿרײלעך","","","","","",""
"Rumeynisher Freylekhs","T10681","","רומײנישער פֿרײלעכס","","","","","",""
"Rumeynisher Tants","T12555","","רומײנישער טאַנץ","","","","","",""
"Rumkovsky Khaim","T4519","Holocaust/History/Folk","רומקאָװסקי חיים","Rumkovsky/Ghetto/Lodz/Leader","Alb R-034(i)","Flam B 39/Alb R-034(i)","Flam B 37","Lodz Ghetto","Flam B 40/Alb R-034(i)"
"Rumshi","T21731","","רומשי","","","","","See ""Bayt Zhe Mir Oys A Finfuntsvansiker""",""
"Run Come See (Eng)","T4538","","","","","","","",""
"Rushishe Kamarinska (Instr)","T4539","","רוסישע קאַמאַרינסקע (אינסטר)","","","","","",""
"Rushnychok (The Embroidered Cloth)","T11825","","","","","","","",""
"Rusishe Bulgar (Abe Schwartz)","T4540","","רוסישע בולגאַר","","","","","",""
"Rusishe Kozatska (Instr)","T4541","","רוסישע קאָזאַצקע","","","","","",""
"Rusishe Marsh (Instr, Badkhunes)","T4542","","רוסישע מאַרש (בדחונות)","","","","","",""
"Rusishe Medley (Instr)","T4544","","רוסישע מעדלי (אינסטר)","","","","","",""
"Rusishe Polka (Instr)","T8311","","רוסישע פּאָלקאַ (אינסטר)","","","","","",""
"Rusishe Sher","T4545","Instrumental/Klezmer/Dance/Sher","רוסישע שער","","","","","",""
"Rusishe Sher (Instr, Badkhunes)","T40925","","רוסישע שער (בדחונות)","","","","","",""
"Rusishe Sher (Instr, Medley)","T10756","","רוסישע שער (אינסטר, מעדלי)","","","","","",""
"Artseynu Hakatantonet","T8744","Israeli/Theater/Zionist","ארצנו הקטנטונת","Israel/Age/Youth/Rebirth/Homeland","","","","Our Tiny Country",""
"Rusishe Sher / Epstein Nign","T40926","","רוסישע שער  עפּשטײן ניגון","","","","","",""
"Rusishe Sherele (Klezmorim Sher)","T12413","","רוסישע שערעלע (קלעזמאָרים שער)","","","","","",""
"Arum A Nakhtikn Tish","T8147","","אַרום אַ נאַכטיקן טיש","","","","","",""
"Rusishe Sherele (Levitt, Instr)","T8292","","רוסישע שערעלע (אינסטר)","","","","","",""
"Rusishe Sherele (Mechaya, Instr)","T10990","","רוסישע שערעלע (אינסטר)","","","","","",""
"Rusishe Shers (Instr)","T40927","","רוסישע שערס","","","","","",""
"Rusishe Tsigaynerlid (Instr)","T10882","","רוסישע צוגײַנערליד (אינסטר)","","","","","",""
"Rusisher Nign (Russian)","T4547","","רוסישער ניגון (רוסיש)","","","","","",""
"Rusisher Sher","T4548","","רוסישער שער","","","","","",""
"Rusland","T14506","","רוסלאַנד","","","","","Russland / Russia",""
"Ruslands Frayhayt Lid","T4549","","רוסלאַנדס פֿרײַהײַט ליד","","","","","",""
"Arum Dem Fayer","T8517","Folk","אַרום דעם פֿײַער","Campfire/Singing/Dancing/Dreams","ML MTAG 176/Alb A-002(a)/Alb C-015(a)/Alb J-020(b)","ML MTAG 176/Alb A-002(a)/Alb C-015(a)/Alb J-020(b)/Alb R-001(b)/Fried 473","Levin N 171/ML MTAG 176","Around The Fire","Sheet Music 760/Alb A-002(a)/Alb C-015(a)/Alb J-020(b)/R-001(b)/Levin N 171"
"Russian Dance (Instr)","T4550","","","","","","","",""
"Russian Dances Part 1 (Instr)","T10391","","","","","","","",""
"Russian Dances Part 2 (Instr)","T10392","","","","","","","",""
"Russian Fantasy (2nd & Lenox Aves)","T4551","Jazz/Instrumental","","","","","","",""
"Russian Folk Medley (Instr)","T10870","","רוסישע פֿאָלקס מעדלי)","","","","","",""
"Russian Gems (Instr, Medley)","T9274","","","","","","","",""
"Russian Gypsy Medley (Ron-Russian)","T4552","","","","","","","",""
"Russian Gypsy Song (Russian)","T7501","","","","","","","",""
"Russian Harvest Dance (Russian)","T4553","","","","","","","",""
"Russian Jewish Wedding (Medley)","T4027","","רוסישער ייִדישער חתונה (מעדלי)","","","","","",""
"Russian Lullaby  (Instr)","T4028","","","","","","","",""
"Russian Lullaby  (Instr, Medley)","T12547","","","","","","","",""
"Russian March (Instr, Badkhunes)","T4029","","","","","","","",""
"Russian Medley (Instr)","T4030","","","","","","","",""
"Russian Medley (Nicoll)","T4031","","","","","","","",""
"Russian Medley (Russian, Nicoll)","T4032","","","","","","","",""
"Russian Memories (Instr)","T10848","","","","","","","",""
"Russian Sher (Instr, Badkhunes)","T4033","","","","","","","",""
"Russian Sher","T4034","Klezmer/Instrumental","רוסישער שער","","","","See Ephemera 1630, page 28","",""
"Russian Song (Clara Crasner)","T4035","","","","","","","",""
"Russian Song (Unidentified)","T23832","","","","","","","See ""Al Tifgey Bi Le-ozvekh""",""
"Russian Waltz (Instr)","T11110","","רוסישע װאַלז (אינסטר)","","","","","",""
"Russian Women (Russian)","T8067","","","","","","","",""
"Rustemul Ca La Listeava (Instr)","T9364","","","","","","","",""
"Ruth 01:16-18","T4037","","","","","","","See ""Al Tifgey Bi Le-ozvekh""",""
"Ruth Kennault's Step Mother In Law","T4038","","","","","","","",""
"Ruth Went Down To The Threshing...","T4041","","","","","","","",""
"Arum Sambatyon","T21735","","ארום סמבּטיון","","","","","",""
"Ruth, Cantillation (Heb, Egypt)","T4042","","","","","","","",""
"Ruti (Heb)","T4043","","","","","","","",""
"Rye Whiskey","T40928","","בראָנפֿן","","","","","",""
"S'a Lign","T11949","","ס'אַ ליגן","","","","","",""
"S'benkt Zikh Aheym (Es Benkt...)","T10311","","ס'בענגט זיך אַהײם (עס בענקט זיך...)","","","","","",""
"S'benkt Zikh Nokh A Yidish Lid","T4044","","ס'בענקט זיך נאָך אַ ייִדיש ליד","","","","","",""
"S'brent (Es Brent)","T9103","","ס'ברענט (עס ברעמט)","","","","","",""
"S'dremlen Feygl Oyf Di Tsvaygn","T40929","Holcaust/Lullaby","ס'דרעמלען פֿױגל אױף די צװײַגן","Child/Mother/Cradle/Sorrow","Kaczer 87/Alb D004(g)","Alb K-014(a)/Alb Z-018(a)","MG WAH 57","Birds Drowse In The Branches"
Same melody as ""S'iz Keyn Broyt In Shtub Nishto""","Alb K-014(a)/Alb D-004(g)"
"S'dremlt In Shtetl","T4045","","ס'דרעמלט אין שטעטל","","","","","",""
"S'falt a Shney","T1318","Lament/Occupation/Labor","ס'פֿאַלט אַ שנײ","Seamstress/Labor/Youth","ML SOG 64/Gelb GB 31","ML SOG 64/Alb P-003(c)/Alb L-049(a)","Gelb GB 31","See comments and background in ML SOG 64.","Alb L-049(a)/Alb P-003(c)"
"Arvolera","T21736","","","","","","","",""
"S'fort A Yid Oyf A Shif","T4046","","ס'פֿאָרט אַ ייִד אױף אַ שיף","","","","","",""
"S'gayt Nit (YId, Eng)","T4047","","ס'גײַט ניט (ייִדיש, ענגליש)","","","","","",""
"S'geven Mitvokh Oyf Der Nakht","T4048","","ס'געװען מיטװאָך אױף דער נאַכט","","","","","",""
"S'geyt Nisht S'shteyt Nisht","T4050","","ס'גײט נישט ס'שטײט נישט","","","","","",""
"S'heybn Zikh On Di Shules","T4051","Literary origin","ס'הײבן זיך אָן די שולעס","Children/School/Shule/Beginning/Term","","","","",""
"S'hot Der Tate (A Fidler)","T14279","","ס'האָט דער טאַטע (אַ פֿידלער)","","","","","",""
"S'hot Malkele Der Karshenboym","T4052","Literary Origin/Love","ס'האָט מלכּהלע דער קאַרשענבױם","Cherry Tree/Bloom/Poetry/Separation/Topics","Manger 293/Alb A-001(n)","","","","Alb A-001(n)/Leftwich GP 561"
"S'iz A Goldene Gelegenheyt","T4053","","ס'איז אַ גאָלדענע געלעגענהײט","","","","","",""
"S'iz An Oytsr S'iz A Glik","T4054","","ס'איז אַן אוצר ס'איז אַ גליק","","","","","",""
"A Gants Yor Freylekh","T9000","","אַ גאַמץ יאָר פֿרײלעך","","","","","",""
"Arvoles Iloran","T10898","Love/Lament","","","R-033(a)","","","","R-033(a)"
"Sheynkeyt In Di Kvales","T4055","Theater/Parody/Gilbert & Sullivan/Adapatation","שײנקײט אין די קוואַלעס","Khane Pesi/Khay Shpay/Marriage","","","","Parody of 'Beauty in the Bellow of the Beast""",""
"S'iz Dokh Fort Shabos","T8626","","ס'איז דאָך פֿאָרט שבּת","","","","","",""
"S'iz Efsher Emes, Malkele","T8159","","ס'איז אפֿשר אמת, מלכּהלע","","","","","",""
"S'iz Finster In Mayn Gesele","T10973","","ס'איז פֿינסטער אין מײַן געסעלע","","","","","",""
"S'iz Freylekh Bay Yidn (Instr)","T4056","","ס'איז פֿרײלעך בײַ ייִדן (אינסטר)","","","","","",""
"S'iz Gut (Gebirtig)","T4057","Folk Poet/Holocaust","ס'איז גוט  (געבירטיג)","Sarcasm/Irony","Gebir MLZ 132/Gebir ML 115/Gebir Lemm 257","CD K-059(b)","Gebir MLZ 132/Gebir ML 115/Gebir Lemm 257","","Gebir SIMC 147/CD K-059(b)"
"S'iz Gut Far Mir (Yid, Heb)","T4058","","ס'איז גוט פֿאָר מיר (ייִדיש, עבֿרית)","","","","","",""
"S'iz Gut Men Hot A Man..(Yid, Eng)","T4059","Yiddish Adaptation/Love/Pop","ס'איז גוט מען האָט מאַן בײַ זיך...","Man/Appreciation/Marriage/Single/Convenience/Advantages","","","","John Elliot wrote lyrics to It's So Nice To Have A Man Around The House."
Miriam Kressin created the Yiddish adaptation",""
"S'iz Kalie Gevorn","T4060","","ס'איז קאַליע געװאָרן","","","","","",""
"S'iz Kaydankes Keytn","T11541","","","","","","","See ""Kaydankes Keytn""",""
"Arvoles Iloran Por Lluvias","T8531","","","","","","","See ""Arvoles Iloran""",""
"S'iz Keyn Broyt In Shtub Nito","T4061","Literary Origin/Lullaby","ס'איז קײן ברױט אין שטוב מיטאָ","","","","","See ""Vig Lid (Kharik)""",""
"S'iz Mir Geven Bashert","T4062","","ס'איז מיר געװען באַשערט","","","","","",""
"S'iz Nisht Ahin Un Nisht Aher","T4063","Theater","ס'איז נישט אַהין און נישט אַהער","Fate/Indecision","","","","It's Neither Her Or There",""
"S'iz Nishtu Keyn Nekhtn","T4064","","ס'איז נישטאָ קײן נעכטן","Yesterday/Today/Tomorrow/Worries/Drink/Afterlife","Alb L-038(a)","CD K-029(j)/Alb L-038(a)","","Yesterday Is Gone"
Based on a popular Lubavitcher Khasidic melody","CD K-029(j)/Alb L-038(a)"
"S'iz Nit Far Aykh","T23242","Theater/Parody/Gilbert & Sullivan/Adapatation","ס'איז ניט פֿאַר אײַך","Shmir Mir/Yanki Pu/Tsipe/Khay Shpay/Marriage/Status/Sailor","","","","Yiddish Parody of ""Young Man Despair""",""
"S'iz Nit Gleykh","T4065","","ס'איז ניט גלײַך","","","","","",""
"Shoyn Avek Der Nekhtn","T40930","","","","","","","See ""S'iz Nito Keyn Nekhtn""",""
"S'iz Shoyn Bald A Yor Avek","T12038","","ס'איז שױן באַלד אַ יאָר אַװעק","","","","","",""
"Arvolicos De Almendra","T8136","","","","","","","",""
"S'iz Tsuzamen A Mekhaye","T4068","","ס'איז צוזאַמען אַ מחיה","","","","","",""
"S'iz, Malkele, Nokh Halber Nakht","T8199","","ס'איז, מלכּהלע, נאָך האַלבער נאַכט","","","","","",""
"S'ken Gornisht Farheyln Dem Ris","T10534","Literary Origin","ס'קען גאָרנישט פֿאַרהײלן דעם ריס","Irreparable","","","","",""
"S'ken Nit Meglekh Zayn","T4069","","ס'קען ניט מעגלעך זײַן","","","","","",""
"S'lid Fun Tsiygayner","T4070","","ס'ליד פֿון ציגײַנער","","","","","",""
"S'lign (It's A Lie, Eng)","T4071","","ס'ליגן (ענגליש)","","","","","",""
"S'loyfn S'yugn Shvartse Volkn","T4073","Literary Origin/Lament/Lullaby/Folk","ס'לױפֿן ס'יאָגן שװאַרצע װאָלקן","Exile/Siberia","ML PYS 78","ML PYS 78/Alb K-059(f)Ephemera 1276","ML PYS 78/Ephemera 1276","Dark Clouds Run and Rush","Alb K-059(f)/ML PYS 79"
"S'loyfn S'yugn Shvartse Volkn (Gabai)","T4072","Literary Origin/Lament/Lullaby/Folk","ס'לױפֿן ס'יאָגן שװאַרצע װאָלקן (גבּאי)","Exile/Siberia","ML PYS 78","ML PYS 78/Alb K-059(f)","","","Alb K-059(f)/ML PYS 79"
"S'mekhaye (Der Meylekh...)","T40931","","ס'מחיה (דער מלך אַחשורושׂ נאָכן...)","","","","","",""
"S'redn Hot Mer Keyn Tsvek","T4074","","ס'רײדן האָט מער שױן קײן צװעק","","","","","",""
"Arye Arye","T21737","","אריה אריה","","","","","See ""My Bonnie Lies Over The Ocean""",""
"S'tut Vey (Kempin)","T10046","Holocaust","ס'טוט װײ (קעמפּין)","Shame/Hurt/Poland/Disgrace","Gebir ML 104/Gebir Lemm 231/Vinkov 5 259","CD K-059(b)/CD O-016(a)/Vinkov 5 259","","It Hurts","Gebir Simc 131/Vinkov 5 259"
"S'vaynt Di Verbe Shloft Di Shtot","T23388","","ס'װײנט די װערבע, שלאָפֿט די שטאָט","","","","","",""
"S'veltel Iz Nisht Ay Ay","T4075","Lament","ס'װעלטעל איז נישט אײַ אײַ","Poverty/Faith/Complaint","","","","Set to the melody of ""Miserlou""",""
"S'vet Helfn Vi A Toytn Bankes","T7332","","ס'װעט העלפֿן װי אַ טױטן באַנקעס","","","","","",""
"S'vet Zayn Gut (Fisher)","T4076","Pop/Israeli","ס'װעט זײַן גוט (פֿישער)","Memory/Harship/Hope","","","","",""
"S'vet Zikh Fun Tsvaygl Tsblien A Blum","T7346","Holocaust/Lament","ס'װעט זיך פֿון צװײַגל צבליען אַ בלום","Spring/Hope","ML WAH 40/Alb J-034(a)","Alb G-005(b)/Alb K-059(c)/ML WAH 40/Alb J-034(a)","ML WAH 40","From revue in Vilna Ghetto ""Korn Yorn Un Vayte Teg"".","ML WAH 40/Alb K-059(c)?Alb G-005(b)/Alb J-034(a)"
"S'vilt Zikh Shpiln","T4078","Literary Origin","ס'װילט זיך שפּילן","Longing/Harmony/Instruments/Reminder/Loss/Found/Memory","Alb V-008(a)","Alb V-008(a)","","I Feel Like Playing","Alb V-008(a)"
"S'vivon (Eng, Heb)","T4390","","סביבוֹן (ענגליש, יבֿרית)","","","","","",""
"S'vivon","T4391","Holiday/Khanike/Childrfen","סביבוֹן","Dreydl","Coopersmith NJS 25","Coopersmith NJS 25","Coopersmith NJS 25","","Coopersmith NJS 25"
"S'vivon (Heb, Eng)","T7155","","סביבוֹן (עבֿרית, ענגליש)","","","","","",""
"Aryeh (Heb, Kum Leybke, Tantsn)","T9299","","אריה (עבֿרית, קום לײבקע, טאַנצן)","","","","","",""
"S'vivon (Heb, Eng, Medley)","T10559","","","","","","","",""
"Sa Dus Cacul De Pe-aici (Rumanian)","T7907","","","","","","","",""
"Sa'eynu","T4393","Israeli","שאינו","Desert/Camels","Vorbei 285","Alb K-001(a)/Vorbei 449","Vorbei 285","""Carry us to the desert, carry us on the backs of camels.""","Alb K-001(a)/Vorbei 449"
"Saba Sheli (Heb, My Grandfather)","T4394","","סבּא שלי (עבֿרית)","","","","","",""
"Saba Zman (Heb)","T4395","","סבּא זמן (עבֿרית)","","","","","",""
"Sabati Zvi (Incidental Music)","T4396","","שבּתי צבי (מוזיק)","","","","","",""
"Sabbath Evening With Golda (Eng)","T4398","","","","","","","",""
"Sabbath Montage Medley","T4399","Medley/Sabbath/Hymn/Zmiros/Theatre","","Sabbath","","Alb G-013(c)","","",""
"Sabbath Prayer","T4400","Theater","","Sabbath/Faith/Daughters/Prayer//Ruth/Esther/Shield/God","Ephemera 1614","","","From ""Fiddler on the Roof",""
"As I Rovbed Out (Eng)","T11467","","","","","","","",""
"Sabbath Queen","T40932","","שבּת המלכּה","","","","","",""
"Sabbatspeisn Und Ein... (German)","T12113","","","","","","","",""
"Sabra (Yid)","T4403","","","","","","","",""
"Sabre Dance (Instr)","T4404","","","","","","","",""
"Sabrele","T4405","","סאַברעלע","","","","","",""
"Sabta Banegev (Heb)","T4406","","סבּתא בּנגב (עבֿרית)","","","","","",""
"Sabta Rivka (Heb)","T4407","","סבּתא רבקה (עבֿרית)","","","","","",""
