"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP2355","Mike Burstein in ""Kuni Leml"" in Tel-Aviv","מייק בּורשטײן   קוני למל בּתל-בנין   קומדיה מוסיקלית צבעונית","","0","108","","","","","","","0","","","","","",""
"AP2356","Odot Hamonitim   Music from the Movie of Yoram Kislev","אודות המוניטין    מוסיקה מתוך סרטו של יורם כסלו","","0","0","Audio CD","8:12","Hebrew","Soundtrack","","","2","","","","Donated by Israeli House of the Consulate General of Israel in Philadelphia","","x"
"AP2357","Shirat Haartz (Songs of the Land)   Composition of Israeli Songs","שירת הארץ חבורת זמר ישראלי","","0","0","Audio CD","","Hebrew","Literary Origin","Israel","","10","","","2001","Donated by Israeli House of the Consultae General of Israel in Philadelphia","","x"
"AP2358","Vilna/ Fraidy Katz and Klezamir (Video)","","","0","0","Video","6:00","Yiddish","Historical/Holocaust","Northhamton, MA, USA","","1","","","1991","Gift of Paula Parsky (Fraidy Katz)","",""
"AP2359","Rosenblatt, Khazn Yosele/ Habeyt Mishomayim/ Okamnu Mikel Om","","","0","0","78rpm 12 inch","","","","","In set.","0","","","","","",""
"AP236","Jacobson, H.& Peni Kubersky ?/ Mir Furn Keyn Amerike/ Label Obscure","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2360","Kessler, David/ Kadish/ Adom Yesado Meofor","","","0","0","78rpm 12 inch","","","","","","0","","","","","",""
"AP2361","Sallah Starring Haym Topol              Original Sound Track","","","0","95","33 1/3 rpm 12""/Audio CD copy x284","","Hebrew","Film","Israel","","10","","local","","","",""
"AP2362","Martha Schlamme                       Favorite Yiddish Songs","","","0","95","","","","","","","0","","","","","",""
"AP2363","Martha Schlamme Sings Jewish Folk Songs","","","0","95","12"" Alb 33 1/3 rpm","","Yiddish","Folk","New York","","0","","","","","",""
"AP2364","Martha Schlamme sings Jewish Folk Songs with Orchestra","","","0","96","12"" Alb 33 1/3 rpm/Audio CD x421","","Yiddish","Folk","New York","","16","","","","","",""
"AP2365","Martha Schlamme sings Jewish Folk Songs               Vol. 2","","","0","96","12"" Alb 33 1/3 rpm","","Yiddish","Folk","New York","Duplicated on S-002(e)","17","Duplicate  of Album Entitled ""Raisens And Almonds"", Album -"
S-02(e). Entries are made under A S-002(e).","","","","",""
"AP2366","Raisins And Almonds                          Martha Schlamme","","","0","96","12"" Alb 33 1/3 rpm","","Yiddish","Folk","New York","Duplicated on S-002(d)","17","Duplicate  of Album Entitled ""Martha Schlamme sings Jewish Folk -"
Songs, Vol.,  Alb S-002(d)","","1967","","",""
"AP2367","Martha Schlamme at Town Hall","","","0","96","12"" Alb 33 1/3 rpm","","Various","Folk","New York","","18","","","","","",""
"AP2368","Martha Schlamme sings Folk Songs of Many Lands","","","0","96","12"" Alb 33 1/3 rpm","","Various","Folk","New York","","16","","","","","",""
"AP2369","Martha Schlamme sings Jewish & Israeli Folk Songs","","","0","0","Audio CD","","Yiddish/Hebrew","","","","0","","","","","","x"
"AP237","Goldstein, Jennie/ Di Moral Prediger/ Di Farlorner Yugend","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2370","Maurice Schwartz in Scenes and Episodes From Plays","","","0","96","","","","","","","0","","","","","",""
"AP2371","Maurice Schwartz","","","0","96","","","","","","","0","","","","","",""
"AP2372","Modzitzer Favorites Vol 1 as sung by Ben Zion Shenker","רננו צדיקים - ניגוני מודזיץ","","0","96","","","","","","","0","","","","","",""
"AP2373","Joy of the Land                             Ben Zion Shenker","ולירושלים עירך","","0","96","","","","","","","0","","","","","",""
"AP2374","KlezKamp 2005 Faculty Concert: Part 1 (Video)","","","0","0","5 1/4 DVD","","Yiddish/English","Klezmer/Yiddish","New York, Philadelphia","","0","","","Dec 2005","Gift of Bob Blacksberg, 2006","",""
"AP2375","KlezKamp 2005 Faculty Concert: Part 2 (Video)","","","0","0","5 1/4 DVD","","Yiddish/English","Klezmer/Yiddish","New York, Philadelphia","","0","","","Dec 2005","Gift of Bob Blacksberg, 2006","",""
"AP2376","Baroque Of Gibraltar/ Ariel Lazarus/Cantor Rev. Abraham Benise","","","0","0","DVD","85:00:00","Hebrew","Classical/Guitar/Liturgical","Gibraltar","","13","","","2004","Gift of Robert & Molly Freedman, purchased, Gibraltar 2005","",""
"AP2377","Lebedeff, Aaron/ Az Men Zet Mit Trern.../ Oy, Katherine","","","0","0","78rpm 10 inch","","","","","(title 1)...Shneyt Men Mit Gezang.","0","Tape 024","","","","",""
"AP2378","Roitman, Khazn David/ Der Lebediker Yosem/ Mikita Mikita","","","0","0","78rpm 12 inch","","","","","","0","Tape 025","","","","",""
"AP2379","Prince's Orch. & other/ La Czarine (Mazurka Russe)/ Polonaise Militaire","","","0","0","78rpm 12 inch","","","","","","0","Tape 025","","","","",""
"AP238","Fuchs, Leo/ Di Zakh/ Onkel Sam Un Reb Yisroel","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2380","Rosenblatt, Khazn Yosef/ Oshamanu M'Kol Om/ Rokhl Mevake Al Boneho","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2381","Juvelier, Kalmen/ Di Yidishe Kroyn/ Dos Shefele","","","0","0","78rpm 12 inch","","","","","W./Orch. Also Tape 25.","0","Tape 01","","","","",""
"AP2382","Rothstein, Khazn Shloymele/ A Khazndl Oyf Shabes/ Vi Lang Nokh ?","","","0","0","78rpm 12 inch","","","","","","0","Tape 025","local","","","",""
"AP2383","Kandel's Yidishe Orkester/ Lebedik Un Freylekh/ Di Goldene Khasene","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2384","Cantor Yossele Rosenblatt Sings A Synagogue Service","ר' יוסעלע ראָזענבלאַט  עבודת יוסף  סליחות, ראש השנה, יום כיפור","","0","91","33 1/3 rpm 12""","","Hebrew","Prayers/Religious/Cantorial/Concert","Brooklyn, NY","","11","","","1964","","",""
"AP2385","The Time of Singing Is Come              Voice of the Turtle","עת הזמיר הגיע       שירי הספרדים     קול התור","","0","112","33 rpm 12"" alb/Audio CD copy x297","","Ladino","Concert/Choral/Sephardic","Cambridge, MA","","15","","local","1980","","",""
"AP2386","A Coat of Many Colors             Voice of the Turtle  Vol 2","קול התור","","0","112","33 1/3 rpm 12""/s","","Ladino","Ladino/Folk/Sephardic","Cambridge, MA","","17","","","1982","","",""
"AP2387","Voice of the Turtle                     Paths of Exile Vol 1","","","0","0","33 1/3 rpm 12""/ Cassette","","Ladino","","","","0","From the Shores of the Golden Horn. Music of the Spanish Jews of -"
Turkey","local","","","x","x"
"AP2388","Voice of the Turtle/ Bridges of Song/ Music of the Spanish Jews of Morocco","","Photgraph of group, Voice of the Turtle; Notes giving background -"
(background notes by Judith Wachs), sources, texts (Commentary by -"
Dr. Susana Weich-Shahak).","0","0","Audio CD","52:44:00","Ladino","Ladino/Folk/Sephardic","Canada","The album is subtitled ""Paths of Exile, Quincentenary Series, Vol II","19","","local","1990","","","x"
"AP2389","ERLAG< LEZMER!","","","0","0","","","","","","","0","","","","","x",""
"AP239","Borenstein, Pinkhes/ Partisaner Lid/ Viglid","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2390","Yude Leyb Noakh Halevy Veynshtok                Nes Purim #1","יודה לײב נח הלוי װענשטאָק    נס פּורים #1","","0","0","","","","","","","0","","","","","x",""
"AP2391","Yude Leyb Noakh Halevy Veynshtok                Nes Purim #2","יודה לײב נח הלוי װענשטאָק    נס פּורים #2","","0","0","","","","","","","0","","","","","x",""
"AP2392","Der Voyler Velvl /  Baym Peysekh Seder Mit Zeyde","דער װױלער װעלװל   בײַם פּסח סדר מיט זײדע","","0","0","Cassette","","Yiddish","Religious/Instructional","New York","","0","","","1982","","x",""
"AP2393","Jewish Impressions              Soloists Ensemble Via Tertia","","","0","0","","","","","","","0","Latvian Philharmonic Society Soloist Ensemble ""Via Tertia""","","","","x",""
"AP2394","Voix du Ghetto                                Warszawa, 1943","געטאָ","","0","0","","","","","","","0","","","","","","x"
"AP2395","New Yeshiva Songs Sung by Yeshiva Student Chorus","","","0","116","","","","","","","0","","","","","",""
"AP2396","The Yiddish Dream                  A Heritage of Jewish Song","","","0","116","","","","","","","0","","local","","","","x"
"AP2397","S'benkt Zikh Aheym       Di Beste Lider Fun Di Beste Zingers","ס'בענקט זיך אַהײם      די בעסטע לידער פֿון די בעסטע זינגערס","","0","0","","","","","","","0","Cassette copy from CD owned by Charlie Bernhaut","","","","x",""
"AP2398","Byidish Ze Nishmma Yoteyr Tov 2(It Sounds Better In Yiddish)","בּאידיש זה נשמע יותר טוב 2","","0","0","Cassette/Audio CD copy","","","","Israel","","0","Yiddish song compilation with Hebrew commentary.","local","1991","","x",""
"AP2399","Yiddish  New York - Paris -  Varsovie  1910-1940  -  CD 1","","","0","0","","","","","","","0","Two CD Set - CD 1","","","","","x"
"AP24","Chava Alberstein Live","חוה אַלבערשטײן בּתכנית יחיד","","0","1","12"" Alb 33 1/3/Audio CD copy x202","","Hebrew","Literary Origin/Pop","Israel","","12","","local","","","",""
"AP240","Feder Sisters/ Vos Zol Men Zingen/ A Polkele","","","0","0","CD Audio Copy/78rpm 10 inch","","","","","","0","","","1947","","",""
"AP2400","Yiddish  New York - Paris -  Varsovie  1910-1940  -  CD 2","","","0","0","","","","","","","0","Two CD Set - CD 2","","","","","x"
"AP2401","Yiddishe Cup Klezmer Band                        Klezmerized","","","0","0","","","","","","","0","","","","","","x"
"AP2402","The Yale Klezmer Band                       Hora With Onions","","","0","0","","","","","","","0","","","","","x",""
"AP2403","Walters, Isobel, soprano/ Lomir Ale Zingen/ Poison Ivy","","","0","0","78rpm 10 inch","","","","","Children's. Songs for Jewish Children 2. Book included in box.","0","Tape 027","","","","",""
"AP2404","Maisels, Saul, tenor/ Viglid/ Hobn Mir A Nigundl","","","0","0","78rpm 10 inch","","","","","Children's. Songs For Jewish Children 2.  Book included in box.","0","Tape 027","","","","",""
"AP2405","Putterman, David and Choir/ Kiddush/ Kol Dichfin/Ma Nishtano","","","0","0","78rpm 10 inch","","","","","""Hebrew Folk Songs.""  Book included in box.","0","Tape 027","","","","",""
"AP2406","Kumt Arayn  Walk Right In Sung by Teddi Schwartz","","","0","99","33 1/3 rpm Audio CD copy","","Yiddish","American Folk Songs Yiddish Adaptation","New York, NY","","16","","","","","",""
"AP2407","Rosenstein, A./ Guttmann, J./ Halt Dikh An/ Ganev","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2408","Folk Songs and Songs Folks Sing       Cantor Benjamin Siegal","","","0","98","","","","","","","0","","","","","",""
"AP2409","Cantor Benjamin Siegal In Song and Prayer","","","0","98","","","","","","","0","","","","","",""
"AP241","Rosenblatt, Khazn Yosele/ Tekum Purkon/ Veyerushalayim","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2410","The Two Sides Of Benjamin Siegel","","","0","98","","","","","","","0","","","","","",""
"AP2411","Encore by Cantor Benjamin Siegel","","","0","98","","","","","","","0","","","","","",""
"AP2412","A Nig'n After My Heart | Lea Szlanger","לאה שלנגר | ניגון כלבבי | מײַן אײגענער ניגון","","0","98","","","","","","","0","","","","","",""
"AP2413","Yidishe Lider                                   Lea Szlanger","ייִדישע לידער          לאה שלאַנגער","","0","98","12"" Alb 33 1/3","","Yiddish","Compilations","Israel","","12","","","","","",""
"AP2414","Shostakovitch   Symphony No. 13       Bass: Vitaly Gromadsky","","","0","98","","","","","","","0","","","","","",""
"AP2415","Yid'l With the Fiddle/ Yidl Mitn Fidl (Video)","ייִדל מיטן פֿידל (ווידיאָ)","","0","0","Video","86:00:00","Yiddish","Motion Picture/Musical","Warsaw, Poland","","1","English Subtitles/Notable Scenes: Musicians in Wagon/Molly singing Yidl Mitn Fidl/Courtyard Musicians","","1936","Gift of Robert & Molly Freedman","",""
"AP2416","Live From Austin Texas   Kinky Friedman","","","0","0","Audio CD","56:06:00","English","Country","Los Angeles, CA","","14","From Un-aired TV performance","","1975","Gift of Bob and Mollie Freedman, 03/08, Chester County Book Store","","x"
"AP2417","Modzitzer Favorites / Volume 3 as sung by Ben Zion Shenker","זמרת הארץ / ניגוני מודזיץ","","0","97","","","","","","","0","","","","","",""
"AP2418","A Shabbos In Modzitz sung by Ben Zion Shenker","""חמדת הימים""   ניגוני מקדזץ","","0","0","","","","","","","0","","","","","x",""
"AP2419","Noam Sheriff   Israel Suite and Hatikva    CBS Symphony Orch","נועם שריף אומרים ישנה ארץ   התקוה","","0","97","","","","","","","0","","","","","",""
"AP242","Rosenblatt, Khazn Yosele/ Zara Tsadukos/ Omar Rabi Eleazar","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2420","The Song of Ages               Shifra and The Haifa Players","","","0","97","","","","","","","0","","","","","",""
"AP2421","Cantor Benjamin Siegal Sings Your Favorite Jewish Songs","","","0","97","","","","","","","0","","","","","",""
"AP2422","Simon, May/ Dos Volf Un Dos Shefele/ Dos Lebn Fun A Froy","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP2423","Juvalier, Kalmen, tenor/ Gotenyu, Gib A Drey Dos Redele/ Groysamer Shiksl","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP2424","Feldman, Joseph, Tenor/ Un A Vayb/ Leb Lakh A Gutn Tog","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP2425","Birnbaum, Louis, tenor/ Onkel Sam/ A Grus Fun Di Trenches","","","0","0","78rpm 10 inch","","","","","","0","Tape 023","","","","",""
"AP2426","Sholom Aleichem Yortsayt 90th","שלום עליכם יאָרצײַט 90סטן","","0","0","5 1/4 DVD","104:00:00","Yiddish/English","Spoken Word/Celebration","Haverford, PA","","0","Disc Damaged","","2006","Gift of Andy Cassel, September 2006","",""
"AP2427","Rabbi Mortimorer Cohen Radio wip Broadcast - Sholom altman - missing","נעגים לחנוקה","","0","0","","","","","","","0","","","","","",""
"AP2428","Rosenblatt, Khazn Yosele/ Hu Eloheynu/ Mekim Meofer Dol","","","0","0","78rpm 10 inch","","","","USA","","2","","","","","",""
"AP2429","The Barton Brothers    Jewish Comedy Songs","","","0","19","33 rpm album 12""","","Yiddish/ English","Comedy","NY, NY","Reissues of recordings from 78 rpm discs","6","","","","Gift of Mark Wasserman in memory of his father, Jerry Wasserman, November 2001","",""
"AP243","Rosenblatt, Khazn Yosele/ Yehi Rotzon (Rosh Khodesh)","","","0","0","78rpm 10 inch","","Hebrew","Cantorial","","","2","","","","","",""
"AP2430","A Jumpin Night in the Garden of Eden (Video)","","","0","0","Video","75:00:00","English","Klezmer/Documentary","USA","","1","Film focuses on two bands, Klezmer Conservatory Band and Kapelye","","1989","Gift of Robert & Molly Freedman","",""
"AP2431","Klezmer: Fiddler on the Hoof (Video)","","","0","0","Video","50:00:00","English/Russian/Yiddish","Klezmer/Documentary","USA","","1","Russian and Yiddish dialogue have subtitles","","","Gift of Robert & Molly Freedman","",""
"AP2432","Old World Folk Band/Our Lives Are In Our Songs (Video)","","","0","0","Video","56:00:00","English","Klezmer/Documentary","Harrisburg, PA","","1","Notable scene/ Susan Leviton performing ""Chernoybl"" - English subtitles","","1994","Gift of Robert & Molly Freedman","",""
"AP2433","Isaac In America/A Journey With Isaac Bashevis Singer (Video)","","","0","0","Video","56:00:00","English","Documentary/Biography","USA","","1","","","1987","Gift of Lee & Elaine Dushoff","",""
"AP2434","Un As Der Rebbe Zingt (Video)","","","0","0","Video","56:00:00","Yiddish","Concert","Temple Beth Israel, Phoenix AZ","","1","","","2003","Gift of Robert & Molly Freedman","",""
